"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"1998","10116","02","0063","","03","Elem      ","N","Albany","","Elementary School Type/ Prek-12","244",117,"47.950800                     ",127,"52.049100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",244,"100.000000                    "
"1998","10116","02","0063","","03","Mid/Jr Hi ","N","Albany","","Middle/Junior High School Type/ Prek-12","117",54,"46.153800                     ",63,"53.846100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",117,"100.000000                    "
"1998","10116","02","0063","","03","High      ","N","Albany","","High School Type/ PreK-12","159",70,"44.025100                     ",89,"55.974800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",159,"100.000000                    "
"1998","10116","02","0063","","03","El/Sec    ","N","Albany","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1998","10116","02","0063","","03","Summary   ","N","Albany","","Grades PreK-12","520",241,"46.346100                     ",279,"53.653800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",520,"100.000000                    "
"1998","14768","02","0063","0020","04","Elem      ","N","Albany","Albany El","Grades PreK-12","244",117,"47.950800                     ",127,"52.049100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",244,"100.000000                    "
"1998","14769","02","0063","0040","04","High      ","N","Albany","Albany Hi","Grades PreK-12","159",70,"44.025100                     ",89,"55.974800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",159,"100.000000                    "
"1998","14770","02","0063","0060","04","Mid/Jr Hi ","N","Albany","Albany Mid","Grades PreK-12","117",54,"46.153800                     ",63,"53.846100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",117,"100.000000                    "
"1998","10119","02","0350","","03","Elem      ","N","Belleville","","Elementary School Type/ Prek-12","490",221,"45.102000                     ",269,"54.897900                     ",2,"0.408100                      ",0,"0.000000                      ",1,"0.204000                      ",1,"0.204000                      ",486,"99.183600                     "
"1998","10119","02","0350","","03","Mid/Jr Hi ","N","Belleville","","Middle/Junior High School Type/ Prek-12","125",58,"46.400000                     ",67,"53.600000                     ",0,"0.000000                      ",1,"0.800000                      ",0,"0.000000                      ",0,"0.000000                      ",124,"99.200000                     "
"1998","10119","02","0350","","03","High      ","N","Belleville","","High School Type/ PreK-12","210",102,"48.571400                     ",108,"51.428500                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",3,"1.428500                      ",207,"98.571400                     "
"1998","10119","02","0350","","03","El/Sec    ","N","Belleville","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1998","10119","02","0350","","03","Summary   ","N","Belleville","","Grades PreK-12","825",381,"46.181800                     ",444,"53.818100                     ",2,"0.242400                      ",1,"0.121200                      ",1,"0.121200                      ",4,"0.484800                      ",817,"99.030300                     "
"1998","14776","02","0350","0020","04","Elem      ","N","Belleville","Belleville Primary","Grades PreK-12","171",84,"49.122800                     ",87,"50.877100                     ",0,"0.000000                      ",0,"0.000000                      ",1,"0.584700                      ",0,"0.000000                      ",170,"99.415200                     "
"1998","14777","02","0350","0040","04","High      ","N","Belleville","Belleville Hi","Grades PreK-12","210",102,"48.571400                     ",108,"51.428500                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",3,"1.428500                      ",207,"98.571400                     "
"1998","14778","02","0350","0060","04","Mid/Jr Hi ","N","Belleville","Belleville Mid","Grades PreK-12","125",58,"46.400000                     ",67,"53.600000                     ",0,"0.000000                      ",1,"0.800000                      ",0,"0.000000                      ",0,"0.000000                      ",124,"99.200000                     "
"1998","17606","02","0350","0100","04","Elem      ","N","Belleville","Belleville Intermediate","Grades PreK-12","319",137,"42.946700                     ",182,"57.053200                     ",2,"0.626900                      ",0,"0.000000                      ",0,"0.000000                      ",1,"0.313400                      ",316,"99.059500                     "
"1998","10121","02","0413","","03","Elem      ","N","Beloit","","Elementary School Type/ Prek-12","3511",1694,"48.248300                     ",1817,"51.751600                     ",7,"0.199300                      ",33,"0.939900                      ",1042,"29.678100                     ",330,"9.399000                      ",2099,"59.783500                     "
"1998","10121","02","0413","","03","Mid/Jr Hi ","N","Beloit","","Middle/Junior High School Type/ Prek-12","1507",719,"47.710600                     ",788,"52.289300                     ",2,"0.132700                      ",20,"1.327100                      ",456,"30.258700                     ",93,"6.171200                      ",936,"62.110100                     "
"1998","10121","02","0413","","03","High      ","N","Beloit","","High School Type/ PreK-12","1887",941,"49.867500                     ",946,"50.132400                     ",4,"0.211900                      ",26,"1.377800                      ",489,"25.914100                     ",129,"6.836200                      ",1239,"65.659700                     "
"1998","10121","02","0413","","03","El/Sec    ","N","Beloit","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1998","10121","02","0413","","03","Summary   ","N","Beloit","","Grades PreK-12","6905",3354,"48.573400                     ",3551,"51.426500                     ",13,"0.188200                      ",79,"1.144000                      ",1987,"28.776200                     ",552,"7.994200                      ",4274,"61.897100                     "
"1998","14781","02","0413","0020","04","Mid/Jr Hi ","N","Beloit","Aldrich Mid","Grades PreK-12","710",345,"48.591500                     ",365,"51.408400                     ",1,"0.140800                      ",13,"1.830900                      ",273,"38.450700                     ",41,"5.774600                      ",382,"53.802800                     "
"1998","14782","02","0413","0040","04","Elem      ","N","Beloit","Burdge El","Grades PreK-12","205",97,"47.317000                     ",108,"52.682900                     ",1,"0.487800                      ",1,"0.487800                      ",111,"54.146300                     ",11,"5.365800                      ",81,"39.512100                     "
"1998","14783","02","0413","0060","04","Elem      ","N","Beloit","Converse El","Grades PreK-12","341",158,"46.334300                     ",183,"53.665600                     ",2,"0.586500                      ",6,"1.759500                      ",32,"9.384100                      ",12,"3.519000                      ",289,"84.750700                     "
"1998","14784","02","0413","0080","04","Elem      ","N","Beloit","Cunningham El","Grades PreK-12","285",140,"49.122800                     ",145,"50.877100                     ",0,"0.000000                      ",2,"0.701700                      ",38,"13.333300                     ",14,"4.912200                      ",231,"81.052600                     "
"1998","14767","02","0413","0097","04","Elem      ","N","Beloit","Roosevelt P-K","Grades PreK-12","45",19,"42.222200                     ",26,"57.777700                     ",0,"0.000000                      ",0,"0.000000                      ",12,"26.666600                     ",14,"31.111100                     ",19,"42.222200                     "
"1998","14749","02","0413","0110","04","Elem      ","N","Beloit","Gaston El","Grades PreK-12","328",173,"52.743900                     ",155,"47.256000                     ",1,"0.304800                      ",3,"0.914600                      ",34,"10.365800                     ",23,"7.012100                      ",267,"81.402400                     "
"1998","14750","02","0413","0120","04","Elem      ","N","Beloit","Hackett El","Grades PreK-12","368",161,"43.750000                     ",207,"56.250000                     ",1,"0.271700                      ",2,"0.543400                      ",99,"26.902100                     ",67,"18.206500                     ",199,"54.076000                     "
"1998","14751","02","0413","0160","04","Elem      ","N","Beloit","McLenegan El","Grades PreK-12","227",113,"49.779700                     ",114,"50.220200                     ",0,"0.000000                      ",1,"0.440500                      ",61,"26.872200                     ",13,"5.726800                      ",152,"66.960300                     "
"1998","14752","02","0413","0180","04","Mid/Jr Hi ","N","Beloit","McNeel Mid","Grades PreK-12","797",374,"46.925900                     ",423,"53.074000                     ",1,"0.125400                      ",7,"0.878200                      ",183,"22.961100                     ",52,"6.524400                      ",554,"69.510600                     "
"1998","14753","02","0413","0200","04","High      ","N","Beloit","Memorial Hi","Grades PreK-12","1887",941,"49.867500                     ",946,"50.132400                     ",4,"0.211900                      ",26,"1.377800                      ",489,"25.914100                     ",129,"6.836200                      ",1239,"65.659700                     "
"1998","14754","02","0413","0210","04","Elem      ","N","Beloit","Merrill El","Grades PreK-12","345",173,"50.144900                     ",172,"49.855000                     ",1,"0.289800                      ",3,"0.869500                      ",260,"75.362300                     ",33,"9.565200                      ",48,"13.913000                     "
"1998","14755","02","0413","0240","04","Elem      ","N","Beloit","Morgan El","Grades PreK-12","234",89,"38.034100                     ",145,"61.965800                     ",0,"0.000000                      ",8,"3.418800                      ",59,"25.213600                     ",11,"4.700800                      ",156,"66.666600                     "
"1998","14756","02","0413","0260","04","Elem      ","N","Beloit","Robinson El","Grades PreK-12","280",133,"47.500000                     ",147,"52.500000                     ",0,"0.000000                      ",2,"0.714200                      ",75,"26.785700                     ",14,"5.000000                      ",189,"67.500000                     "
"1998","14757","02","0413","0300","04","Elem      ","N","Beloit","Royce El","Grades PreK-12","315",174,"55.238000                     ",141,"44.761900                     ",1,"0.317400                      ",0,"0.000000                      ",72,"22.857100                     ",49,"15.555500                     ",193,"61.269800                     "
"1998","14758","02","0413","0320","04","Elem      ","N","Beloit","Todd El","Grades PreK-12","290",142,"48.965500                     ",148,"51.034400                     ",0,"0.000000                      ",5,"1.724100                      ",66,"22.758600                     ",24,"8.275800                      ",195,"67.241300                     "
"1998","14759","02","0413","0360","04","Elem      ","N","Beloit","Wright El","Grades PreK-12","248",122,"49.193500                     ",126,"50.806400                     ",0,"0.000000                      ",0,"0.000000                      ",123,"49.596700                     ",45,"18.145100                     ",80,"32.258000                     "
"1998","10122","02","0422","","03","Elem      ","N","Beloit Turner","","Elementary School Type/ Prek-12","437",198,"45.308900                     ",239,"54.691000                     ",2,"0.457600                      ",0,"0.000000                      ",8,"1.830600                      ",3,"0.686400                      ",424,"97.025100                     "
"1998","10122","02","0422","","03","Mid/Jr Hi ","N","Beloit Turner","","Middle/Junior High School Type/ Prek-12","275",129,"46.909000                     ",146,"53.090900                     ",5,"1.818100                      ",0,"0.000000                      ",13,"4.727200                      ",6,"2.181800                      ",251,"91.272700                     "
"1998","10122","02","0422","","03","High      ","N","Beloit Turner","","High School Type/ PreK-12","356",154,"43.258400                     ",202,"56.741500                     ",4,"1.123500                      ",0,"0.000000                      ",7,"1.966200                      ",9,"2.528000                      ",336,"94.382000                     "
"1998","10122","02","0422","","03","El/Sec    ","N","Beloit Turner","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1998","10122","02","0422","","03","Summary   ","N","Beloit Turner","","Grades PreK-12","1068",481,"45.037400                     ",587,"54.962500                     ",11,"1.029900                      ",0,"0.000000                      ",28,"2.621700                      ",18,"1.685300                      ",1011,"94.662900                     "
"1998","14760","02","0422","0020","04","High      ","N","Beloit Turner","Turner Hi","Grades PreK-12","356",154,"43.258400                     ",202,"56.741500                     ",4,"1.123500                      ",0,"0.000000                      ",7,"1.966200                      ",9,"2.528000                      ",336,"94.382000                     "
"1998","14761","02","0422","0060","04","Elem      ","N","Beloit Turner","Powers El","Grades PreK-12","207",82,"39.613500                     ",125,"60.386400                     ",1,"0.483000                      ",0,"0.000000                      ",4,"1.932300                      ",0,"0.000000                      ",202,"97.584500                     "
"1998","14762","02","0422","0100","04","Elem      ","N","Beloit Turner","Townview El","Grades PreK-12","230",116,"50.434700                     ",114,"49.565200                     ",1,"0.434700                      ",0,"0.000000                      ",4,"1.739100                      ",3,"1.304300                      ",222,"96.521700                     "
"1998","14763","02","0422","0120","04","Mid/Jr Hi ","N","Beloit Turner","Turner Mid","Grades PreK-12","275",129,"46.909000                     ",146,"53.090900                     ",5,"1.818100                      ",0,"0.000000                      ",13,"4.727200                      ",6,"2.181800                      ",251,"91.272700                     "
"1998","10141","02","0469","","03","Elem      ","N","Wisconsin Heights","","Elementary School Type/ Prek-12","607",274,"45.140000                     ",333,"54.859900                     ",7,"1.153200                      ",8,"1.317900                      ",3,"0.494200                      ",3,"0.494200                      ",586,"96.540300                     "
"1998","10141","02","0469","","03","Mid/Jr Hi ","N","Wisconsin Heights","","Middle/Junior High School Type/ Prek-12","289",144,"49.826900                     ",145,"50.173000                     ",0,"0.000000                      ",4,"1.384000                      ",0,"0.000000                      ",5,"1.730100                      ",280,"96.885800                     "
"1998","10141","02","0469","","03","High      ","N","Wisconsin Heights","","High School Type/ PreK-12","329",150,"45.592700                     ",179,"54.407200                     ",0,"0.000000                      ",3,"0.911800                      ",1,"0.303900                      ",1,"0.303900                      ",324,"98.480200                     "
"1998","10141","02","0469","","03","El/Sec    ","N","Wisconsin Heights","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1998","10141","02","0469","","03","Summary   ","N","Wisconsin Heights","","Grades PreK-12","1225",568,"46.367300                     ",657,"53.632600                     ",7,"0.571400                      ",15,"1.224400                      ",4,"0.326500                      ",9,"0.734600                      ",1190,"97.142800                     "
"1998","14765","02","0469","0020","04","Elem      ","N","Wisconsin Heights","Black Earth El","Grades PreK-12","277",122,"44.043300                     ",155,"55.956600                     ",3,"1.083000                      ",3,"1.083000                      ",0,"0.000000                      ",1,"0.361000                      ",270,"97.472900                     "
"1998","14663","02","0469","0040","04","Elem      ","N","Wisconsin Heights","Mazomanie El","Grades PreK-12","330",152,"46.060600                     ",178,"53.939300                     ",4,"1.212100                      ",5,"1.515100                      ",3,"0.909000                      ",2,"0.606000                      ",316,"95.757500                     "
"1998","14664","02","0469","0060","04","High      ","N","Wisconsin Heights","Wisconsin Heights Hi","Grades PreK-12","329",150,"45.592700                     ",179,"54.407200                     ",0,"0.000000                      ",3,"0.911800                      ",1,"0.303900                      ",1,"0.303900                      ",324,"98.480200                     "
"1998","15416","02","0469","0080","04","Mid/Jr Hi ","N","Wisconsin Heights","Wisconsin Heights Mid","Grades PreK-12","289",144,"49.826900                     ",145,"50.173000                     ",0,"0.000000                      ",4,"1.384000                      ",0,"0.000000                      ",5,"1.730100                      ",280,"96.885800                     "
"1998","10067","02","0657","","03","Elem      ","N","Brighton #1","","Elementary School Type/ Prek-12","160",77,"48.125000                     ",83,"51.875000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",2,"1.250000                      ",158,"98.750000                     "
"1998","10067","02","0657","","03","Mid/Jr Hi ","N","Brighton #1","","Middle/Junior High School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1998","10067","02","0657","","03","High      ","N","Brighton #1","","High School Type/ PreK-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
