"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"1998","10385","06","0147","","03","Elem      ","N","Appleton Area","","Elementary School Type/ Prek-12","7533",3587,"47.617100                     ",3946,"52.382800                     ",34,"0.451300                      ",794,"10.540200                     ",70,"0.929200                      ",111,"1.473500                      ",6524,"86.605600                     "
"1998","10385","06","0147","","03","Mid/Jr Hi ","N","Appleton Area","","Middle/Junior High School Type/ Prek-12","2420",1208,"49.917300                     ",1212,"50.082600                     ",15,"0.619800                      ",207,"8.553700                      ",26,"1.074300                      ",28,"1.157000                      ",2144,"88.595000                     "
"1998","10385","06","0147","","03","High      ","N","Appleton Area","","High School Type/ PreK-12","4530",2214,"48.874100                     ",2316,"51.125800                     ",26,"0.573900                      ",337,"7.439200                      ",37,"0.816700                      ",54,"1.192000                      ",4076,"89.977900                     "
"1998","10385","06","0147","","03","El/Sec    ","N","Appleton Area","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1998","10385","06","0147","","03","Summary   ","N","Appleton Area","","Grades PreK-12","14483",7009,"48.394600                     ",7474,"51.605300                     ",75,"0.517800                      ",1338,"9.238400                      ",133,"0.918300                      ",193,"1.332500                      ",12744,"87.992800                     "
"1998","13590","06","0147","0020","04","High      ","N","Appleton Area","East Hi","Grades PreK-12","1505",736,"48.903600                     ",769,"51.096300                     ",7,"0.465100                      ",93,"6.179400                      ",12,"0.797300                      ",18,"1.196000                      ",1375,"91.362100                     "
"1998","15420","06","0147","0030","04","High      ","N","Appleton Area","North Hi","Grades PreK-12","1625",801,"49.292300                     ",824,"50.707600                     ",11,"0.676900                      ",189,"11.630700                     ",7,"0.430700                      ",20,"1.230700                      ",1398,"86.030700                     "
"1998","13589","06","0147","0040","04","High      ","N","Appleton Area","West Hi","Grades PreK-12","1313",642,"48.895600                     ",671,"51.104300                     ",5,"0.380800                      ",50,"3.808000                      ",17,"1.294700                      ",16,"1.218500                      ",1225,"93.297700                     "
"1998","13611","06","0147","0060","04","Elem      ","N","Appleton Area","Badger El","Grades PreK-12","292",135,"46.232800                     ",157,"53.767100                     ",1,"0.342400                      ",5,"1.712300                      ",8,"2.739700                      ",8,"2.739700                      ",270,"92.465700                     "
"1998","13612","06","0147","0080","04","Elem      ","N","Appleton Area","Columbus El","Grades PreK-12","278",122,"43.884800                     ",156,"56.115100                     ",1,"0.359700                      ",95,"34.172600                     ",6,"2.158200                      ",1,"0.359700                      ",175,"62.949600                     "
