"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_K-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2005","76415","07","0070","","03","High Schools","N","Algoma","","High Schools","249",115,46.184700,134,53.815200,7,2.811200,1,.401600,1,.401600,3,1.204800,237,95.180700
"2005","76415","07","0070","","03","Mid/Jr Hi Schools","N","Algoma","","Mid/Jr Hi Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","76415","07","0070","","03","Elem. Schools","N","Algoma","","Elem. Schools","361",162,44.875300,199,55.124600,4,1.108000,0,.000000,8,2.216000,20,5.540100,329,91.135700
"2005","76415","07","0070","","03","El/Sec Combined Schls","N","Algoma","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","76415","07","0070","","03","Summary","N","Algoma","","Summary","610",277,45.409800,333,54.590100,11,1.803200,1,.163900,9,1.475400,23,3.770400,566,92.786800
"2005","76412","07","0070","0020","04","Elem. Schools","N","Algoma","Algoma Elementary/Middle","Elem. Schools","361",162,44.875300,199,55.124600,4,1.108000,0,.000000,8,2.216000,20,5.540100,329,91.135700
"2005","76413","07","0070","0040","04","High Schools","N","Algoma","Algoma High","High Schools","249",115,46.184700,134,53.815200,7,2.811200,1,.401600,1,.401600,3,1.204800,237,95.180700
"2005","80087","07","0070","9204","4C","High Schools","Y","Algoma","Northeast WI Online Charter Sch (NEWOCS)","High Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","76280","07","0182","","03","High Schools","N","Ashwaubenon","","High Schools","1100",523,47.545400,577,52.454500,15,1.363600,36,3.272700,18,1.636300,16,1.454500,1015,92.272700
"2005","76280","07","0182","","03","Mid/Jr Hi Schools","N","Ashwaubenon","","Mid/Jr Hi Schools","759",349,45.981500,410,54.018400,5,.658700,29,3.820800,16,2.108000,10,1.317500,699,92.094800
"2005","76280","07","0182","","03","Elem. Schools","N","Ashwaubenon","","Elem. Schools","1259",567,45.035700,692,54.964200,23,1.826800,54,4.289100,60,4.765600,40,3.177100,1082,85.941200
"2005","76280","07","0182","","03","El/Sec Combined Schls","N","Ashwaubenon","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","76280","07","0182","","03","Summary","N","Ashwaubenon","","Summary","3118",1439,46.151300,1679,53.848600,43,1.379000,119,3.816500,94,3.014700,66,2.116700,2796,89.672800
"2005","76298","07","0182","0020","04","High Schools","N","Ashwaubenon","Ashwaubenon High","High Schools","1100",523,47.545400,577,52.454500,15,1.363600,36,3.272700,18,1.636300,16,1.454500,1015,92.272700
"2005","76299","07","0182","0045","04","Mid/Jr Hi Schools","N","Ashwaubenon","Parkview Middle","Mid/Jr Hi Schools","759",349,45.981500,410,54.018400,5,.658700,29,3.820800,16,2.108000,10,1.317500,699,92.094800
"2005","76316","07","0182","0050","04","Elem. Schools","N","Ashwaubenon","Pioneer Elementary","Elem. Schools","403",169,41.935400,234,58.064500,8,1.985100,17,4.218300,14,3.473900,6,1.488800,358,88.833700
"2005","76300","07","0182","0055","04","Elem. Schools","N","Ashwaubenon","Cormier School and Early Learning","Elem. Schools","235",96,40.851000,139,59.148900,4,1.702100,11,4.680800,13,5.531900,10,4.255300,197,83.829700
"2005","76301","07","0182","0060","04","Elem. Schools","N","Ashwaubenon","Valley View Elementary","Elem. Schools","621",302,48.631200,319,51.368700,11,1.771300,26,4.186700,33,5.314000,24,3.864700,527,84.863100
"2005","80088","07","0182","9204","4C","High Schools","Y","Ashwaubenon","Northeast WI Online Charter Sch (NEWOCS)","High Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","76554","07","0658","","03","High Schools","N","Brillion","","High Schools","346",180,52.023100,166,47.976800,4,1.156000,0,.000000,2,.578000,3,.867000,337,97.398800
"2005","76554","07","0658","","03","Mid/Jr Hi Schools","N","Brillion","","Mid/Jr Hi Schools","175",87,49.714200,88,50.285700,1,.571400,0,.000000,1,.571400,2,1.142800,171,97.714200
"2005","76554","07","0658","","03","Elem. Schools","N","Brillion","","Elem. Schools","326",159,48.773000,167,51.226900,2,.613400,2,.613400,3,.920200,11,3.374200,308,94.478500
"2005","76554","07","0658","","03","El/Sec Combined Schls","N","Brillion","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","76554","07","0658","","03","Summary","N","Brillion","","Summary","847",426,50.295100,421,49.704800,7,.826400,2,.236100,6,.708300,16,1.889000,816,96.340000
"2005","76550","07","0658","0020","04","Elem. Schools","N","Brillion","Brillion Elementary","Elem. Schools","326",159,48.773000,167,51.226900,2,.613400,2,.613400,3,.920200,11,3.374200,308,94.478500
"2005","76551","07","0658","0021","04","Mid/Jr Hi Schools","N","Brillion","Brillion Middle","Mid/Jr Hi Schools","175",87,49.714200,88,50.285700,1,.571400,0,.000000,1,.571400,2,1.142800,171,97.714200
"2005","79327","07","0658","0040","04","High Schools","N","Brillion","Brillion High","High Schools","346",180,52.023100,166,47.976800,4,1.156000,0,.000000,2,.578000,3,.867000,337,97.398800
"2005","80089","07","0658","9204","4C","High Schools","Y","Brillion","Northeast WI Online Charter Sch (NEWOCS)","High Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","77943","07","1029","","03","High Schools","N","Cedar Grove-Belgium Area","","High Schools","279",125,44.802800,154,55.197100,0,.000000,0,.000000,1,.358400,13,4.659400,265,94.982000
"2005","77943","07","1029","","03","Mid/Jr Hi Schools","N","Cedar Grove-Belgium Area","","Mid/Jr Hi Schools","304",138,45.394700,166,54.605200,3,.986800,2,.657800,3,.986800,17,5.592100,279,91.776300
"2005","77943","07","1029","","03","Elem. Schools","N","Cedar Grove-Belgium Area","","Elem. Schools","437",221,50.572000,216,49.427900,3,.686400,3,.686400,3,.686400,21,4.805400,407,93.135000
"2005","77943","07","1029","","03","El/Sec Combined Schls","N","Cedar Grove-Belgium Area","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","77943","07","1029","","03","Summary","N","Cedar Grove-Belgium Area","","Summary","1020",484,47.450900,536,52.549000,6,.588200,5,.490100,7,.686200,51,5.000000,951,93.235200
"2005","77941","07","1029","0020","04","Elem. Schools","N","Cedar Grove-Belgium Area","Cedar Grove Elementary","Elem. Schools","437",221,50.572000,216,49.427900,3,.686400,3,.686400,3,.686400,21,4.805400,407,93.135000
"2005","77942","07","1029","0040","04","High Schools","N","Cedar Grove-Belgium Area","Cedar Grove High","High Schools","279",125,44.802800,154,55.197100,0,.000000,0,.000000,1,.358400,13,4.659400,265,94.982000
"2005","75139","07","1029","0200","04","Mid/Jr Hi Schools","N","Cedar Grove-Belgium Area","Cedar Grove Middle","Mid/Jr Hi Schools","304",138,45.394700,166,54.605200,3,.986800,2,.657800,3,.986800,17,5.592100,279,91.776300
"2005","80090","07","1029","9204","4C","High Schools","Y","Cedar Grove-Belgium Area","Northeast WI Online Charter Sch (NEWOCS)","High Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","77947","07","1085","","03","High Schools","N","Chilton","","High Schools","459",223,48.583800,236,51.416100,0,.000000,2,.435700,2,.435700,4,.871400,451,98.257000
"2005","77947","07","1085","","03","Mid/Jr Hi Schools","N","Chilton","","Mid/Jr Hi Schools","370",165,44.594500,205,55.405400,3,.810800,1,.270200,2,.540500,5,1.351300,359,97.027000
"2005","77947","07","1085","","03","Elem. Schools","N","Chilton","","Elem. Schools","417",214,51.318900,203,48.681000,6,1.438800,3,.719400,2,.479600,14,3.357300,392,94.004700
"2005","77947","07","1085","","03","El/Sec Combined Schls","N","Chilton","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","77947","07","1085","","03","Summary","N","Chilton","","Summary","1246",602,48.314600,644,51.685300,9,.722300,6,.481500,6,.481500,23,1.845900,1202,96.468600
"2005","79631","07","1085","0020","04","Elem. Schools","N","Chilton","Chilton Elementary","Elem. Schools","417",214,51.318900,203,48.681000,6,1.438800,3,.719400,2,.479600,14,3.357300,392,94.004700
"2005","77944","07","1085","0030","04","Mid/Jr Hi Schools","N","Chilton","Chilton Middle","Mid/Jr Hi Schools","370",165,44.594500,205,55.405400,3,.810800,1,.270200,2,.540500,5,1.351300,359,97.027000
"2005","77945","07","1085","0040","04","High Schools","N","Chilton","Chilton High","High Schools","459",223,48.583800,236,51.416100,0,.000000,2,.435700,2,.435700,4,.871400,451,98.257000
"2005","80091","07","1085","9204","4C","High Schools","Y","Chilton","Northeast WI Online Charter Sch (NEWOCS)","High Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","76392","07","1407","","03","High Schools","N","Denmark","","High Schools","547",265,48.446000,282,51.553900,4,.731200,12,2.193700,1,.182800,4,.731200,526,96.160800
"2005","76392","07","1407","","03","Mid/Jr Hi Schools","N","Denmark","","Mid/Jr Hi Schools","370",186,50.270200,184,49.729700,2,.540500,10,2.702700,3,.810800,4,1.081000,351,94.864800
"2005","76392","07","1407","","03","Elem. Schools","N","Denmark","","Elem. Schools","693",307,44.300100,386,55.699800,8,1.154400,17,2.453100,4,.577200,13,1.875900,651,93.939300
"2005","76392","07","1407","","03","El/Sec Combined Schls","N","Denmark","","El/Sec Combined Schls","11",6,54.545400,5,45.454500,0,.000000,0,.000000,0,.000000,0,.000000,11,100.000000
"2005","76392","07","1407","","03","Summary","N","Denmark","","Summary","1621",764,47.131400,857,52.868500,14,.863600,39,2.405900,8,.493500,21,1.295400,1539,94.941300
"2005","79309","07","1407","0040","04","Elem. Schools","N","Denmark","Denmark Early Childhood Ctr","Elem. Schools","190",83,43.684200,107,56.315700,6,3.157800,8,4.210500,2,1.052600,3,1.578900,171,90.000000
"2005","76406","07","1407","0060","04","Elem. Schools","N","Denmark","Denmark Elementary","Elem. Schools","503",224,44.532800,279,55.467100,2,.397600,9,1.789200,2,.397600,10,1.988000,480,95.427400
"2005","79306","07","1407","0080","04","High Schools","N","Denmark","Denmark High","High Schools","547",265,48.446000,282,51.553900,4,.731200,12,2.193700,1,.182800,4,.731200,526,96.160800
"2005","76391","07","1407","0100","04","Mid/Jr Hi Schools","N","Denmark","Denmark Middle","Mid/Jr Hi Schools","370",186,50.270200,184,49.729700,2,.540500,10,2.702700,3,.810800,4,1.081000,351,94.864800
"2005","75030","07","1407","0800","04","El/Sec Combined Schls","Y","Denmark","Denmark Empowerment Charter School","El/Sec Combined Schls","11",6,54.545400,5,45.454500,0,.000000,0,.000000,0,.000000,0,.000000,11,100.000000
"2005","80092","07","1407","9204","4C","High Schools","Y","Denmark","Northeast WI Online Charter Sch (NEWOCS)","High Schools","1",1,100.000000,0,.000000,0,.000000,0,.000000,0,.000000,0,.000000,1,100.000000
