"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_K-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2006","10429","08","0602","","03","High Schools","N","Bonduel","","High Schools","350",161,46.000000,189,54.000000,8,2.285700,4,1.142800,3,.857100,4,1.142800,331,94.571400
"2006","10429","08","0602","","03","Mid/Jr Hi Schools","N","Bonduel","","Mid/Jr Hi Schools","178",78,43.820200,100,56.179700,4,2.247100,0,.000000,0,.000000,7,3.932500,167,93.820200
"2006","10429","08","0602","","03","Elem. Schools","N","Bonduel","","Elem. Schools","369",165,44.715400,204,55.284500,7,1.897000,0,.000000,3,.813000,8,2.168000,351,95.121900
"2006","10429","08","0602","","03","El/Sec Combined Schls","N","Bonduel","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","10429","08","0602","","03","Summary","N","Bonduel","","Summary","897",404,45.039000,493,54.960900,19,2.118100,4,.445900,6,.668800,19,2.118100,849,94.648800
"2006","10421","08","0602","0020","04","Elem. Schools","N","Bonduel","Bonduel Elementary","Elem. Schools","310",134,43.225800,176,56.774100,6,1.935400,0,.000000,3,.967700,7,2.258000,294,94.838700
"2006","10422","08","0602","0021","04","Mid/Jr Hi Schools","N","Bonduel","Bonduel Middle","Mid/Jr Hi Schools","178",78,43.820200,100,56.179700,4,2.247100,0,.000000,0,.000000,7,3.932500,167,93.820200
"2006","10423","08","0602","0040","04","High Schools","N","Bonduel","Bonduel High","High Schools","350",161,46.000000,189,54.000000,8,2.285700,4,1.142800,3,.857100,4,1.142800,331,94.571400
"2006","10424","08","0602","0080","04","Elem. Schools","N","Bonduel","Navarino Elementary","Elem. Schools","59",31,52.542300,28,47.457600,1,1.694900,0,.000000,0,.000000,1,1.694900,57,96.610100
"2006","12495","08","0623","","03","High Schools","N","Bowler","","High Schools","209",104,49.760700,105,50.239200,77,36.842100,1,.478400,0,.000000,0,.000000,131,62.679400
"2006","12495","08","0623","","03","Mid/Jr Hi Schools","N","Bowler","","Mid/Jr Hi Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","12495","08","0623","","03","Elem. Schools","N","Bowler","","Elem. Schools","246",122,49.593400,124,50.406500,110,44.715400,3,1.219500,1,.406500,0,.000000,132,53.658500
"2006","12495","08","0623","","03","El/Sec Combined Schls","N","Bowler","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","12495","08","0623","","03","Summary","N","Bowler","","Summary","455",226,49.670300,229,50.329600,187,41.098900,4,.879100,1,.219700,0,.000000,263,57.802100
"2006","12492","08","0623","0020","04","Elem. Schools","N","Bowler","Bowler Elementary","Elem. Schools","246",122,49.593400,124,50.406500,110,44.715400,3,1.219500,1,.406500,0,.000000,132,53.658500
"2006","12493","08","0623","0040","04","High Schools","N","Bowler","Bowler High","High Schools","209",104,49.760700,105,50.239200,77,36.842100,1,.478400,0,.000000,0,.000000,131,62.679400
"2006","17575","08","1141","","03","High Schools","N","Clintonville","","High Schools","611",323,52.864100,288,47.135800,9,1.472900,6,.981900,4,.654600,13,2.127600,579,94.762600
"2006","17575","08","1141","","03","Mid/Jr Hi Schools","N","Clintonville","","Mid/Jr Hi Schools","442",207,46.832500,235,53.167400,6,1.357400,2,.452400,4,.904900,19,4.298600,411,92.986400
"2006","17575","08","1141","","03","Elem. Schools","N","Clintonville","","Elem. Schools","569",273,47.978900,296,52.021000,2,.351400,1,.175700,2,.351400,32,5.623900,532,93.497300
"2006","17575","08","1141","","03","El/Sec Combined Schls","N","Clintonville","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","17575","08","1141","","03","Summary","N","Clintonville","","Summary","1622",803,49.506700,819,50.493200,17,1.048000,9,.554800,10,.616500,64,3.945700,1522,93.834700
"2006","17567","08","1141","0020","04","Mid/Jr Hi Schools","N","Clintonville","Clintonville Middle","Mid/Jr Hi Schools","442",207,46.832500,235,53.167400,6,1.357400,2,.452400,4,.904900,19,4.298600,411,92.986400
"2006","17568","08","1141","0040","04","High Schools","N","Clintonville","Clintonville High","High Schools","611",323,52.864100,288,47.135800,9,1.472900,6,.981900,4,.654600,13,2.127600,579,94.762600
"2006","17569","08","1141","0060","04","Elem. Schools","N","Clintonville","Dellwood Early Learning Center","Elem. Schools","107",59,55.140100,48,44.859800,1,.934500,0,.000000,0,.000000,11,10.280300,95,88.785000
"2006","17570","08","1141","0100","04","Elem. Schools","N","Clintonville","Longfellow Elementary","Elem. Schools","462",214,46.320300,248,53.679600,1,.216400,1,.216400,2,.432900,21,4.545400,437,94.588700
"2006","10467","08","1169","","03","High Schools","N","Coleman","","High Schools","251",124,49.402300,127,50.597600,0,.000000,0,.000000,1,.398400,6,2.390400,244,97.211100
"2006","10467","08","1169","","03","Mid/Jr Hi Schools","N","Coleman","","Mid/Jr Hi Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","10467","08","1169","","03","Elem. Schools","N","Coleman","","Elem. Schools","486",240,49.382700,246,50.617200,1,.205700,0,.000000,0,.000000,17,3.497900,468,96.296200
"2006","10467","08","1169","","03","El/Sec Combined Schls","N","Coleman","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","10467","08","1169","","03","Summary","N","Coleman","","Summary","737",364,49.389400,373,50.610500,1,.135600,0,.000000,1,.135600,23,3.120700,712,96.607800
"2006","10464","08","1169","0040","04","Elem. Schools","N","Coleman","Coleman Elementary/Middle","Elem. Schools","486",240,49.382700,246,50.617200,1,.205700,0,.000000,0,.000000,17,3.497900,468,96.296200
"2006","10465","08","1169","0060","04","High Schools","N","Coleman","Coleman High","High Schools","251",124,49.402300,127,50.597600,0,.000000,0,.000000,1,.398400,6,2.390400,244,97.211100
"2006","00129","08","1169","9414","4C","High Schools","Y","Coleman","LEARN Charter","High Schools","3",1,33.333300,2,66.666600,0,.000000,0,.000000,0,.000000,0,.000000,3,100.000000
"2006","13694","08","1218","","03","High Schools","N","Crandon","","High Schools","260",133,51.153800,127,48.846100,63,24.230700,1,.384600,0,.000000,2,.769200,194,74.615300
"2006","13694","08","1218","","03","Mid/Jr Hi Schools","N","Crandon","","Mid/Jr Hi Schools","239",125,52.301200,114,47.698700,74,30.962300,0,.000000,0,.000000,2,.836800,163,68.200800
"2006","13694","08","1218","","03","Elem. Schools","N","Crandon","","Elem. Schools","428",190,44.392500,238,55.607400,122,28.504600,1,.233600,1,.233600,7,1.635500,297,69.392500
"2006","13694","08","1218","","03","El/Sec Combined Schls","N","Crandon","","El/Sec Combined Schls","37",15,40.540500,22,59.459400,22,59.459400,1,2.702700,0,.000000,0,.000000,14,37.837800
"2006","13694","08","1218","","03","Summary","N","Crandon","","Summary","964",463,48.029000,501,51.970900,281,29.149300,3,.311200,1,.103700,11,1.141000,668,69.294600
"2006","13687","08","1218","0022","04","Mid/Jr Hi Schools","N","Crandon","Crandon Middle","Mid/Jr Hi Schools","239",125,52.301200,114,47.698700,74,30.962300,0,.000000,0,.000000,2,.836800,163,68.200800
"2006","13688","08","1218","0040","04","Elem. Schools","N","Crandon","Crandon Elementary","Elem. Schools","428",190,44.392500,238,55.607400,122,28.504600,1,.233600,1,.233600,7,1.635500,297,69.392500
"2006","13689","08","1218","0060","04","High Schools","N","Crandon","Crandon High","High Schools","260",133,51.153800,127,48.846100,63,24.230700,1,.384600,0,.000000,2,.769200,194,74.615300
"2006","71245","08","1218","0800","04","El/Sec Combined Schls","Y","Crandon","Crandon Alternative  Resource Sch (CARS)","El/Sec Combined Schls","37",15,40.540500,22,59.459400,22,59.459400,1,2.702700,0,.000000,0,.000000,14,37.837800
"2006","10489","08","1232","","03","High Schools","N","Crivitz","","High Schools","295",152,51.525400,143,48.474500,5,1.694900,1,.338900,0,.000000,3,1.016900,286,96.949100
"2006","10489","08","1232","","03","Mid/Jr Hi Schools","N","Crivitz","","Mid/Jr Hi Schools","120",71,59.166600,49,40.833300,2,1.666600,1,.833300,0,.000000,1,.833300,116,96.666600
"2006","10489","08","1232","","03","Elem. Schools","N","Crivitz","","Elem. Schools","370",170,45.945900,200,54.054000,3,.810800,1,.270200,2,.540500,1,.270200,363,98.108100
"2006","10489","08","1232","","03","El/Sec Combined Schls","N","Crivitz","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","10489","08","1232","","03","Summary","N","Crivitz","","Summary","785",393,50.063600,392,49.936300,10,1.273800,3,.382100,2,.254700,5,.636900,765,97.452200
"2006","10483","08","1232","0020","04","Elem. Schools","N","Crivitz","Crivitz Elementary","Elem. Schools","370",170,45.945900,200,54.054000,3,.810800,1,.270200,2,.540500,1,.270200,363,98.108100
"2006","10484","08","1232","0040","04","High Schools","N","Crivitz","Crivitz High","High Schools","295",152,51.525400,143,48.474500,5,1.694900,1,.338900,0,.000000,3,1.016900,286,96.949100
"2006","10485","08","1232","0080","04","Mid/Jr Hi Schools","N","Crivitz","Crivitz Middle","Mid/Jr Hi Schools","120",71,59.166600,49,40.833300,2,1.666600,1,.833300,0,.000000,1,.833300,116,96.666600
"2006","10594","08","1855","","03","High Schools","N","Florence","","High Schools","208",109,52.403800,99,47.596100,2,.961500,1,.480700,4,1.923000,0,.000000,201,96.634600
"2006","10594","08","1855","","03","Mid/Jr Hi Schools","N","Florence","","Mid/Jr Hi Schools","146",69,47.260200,77,52.739700,3,2.054700,0,.000000,2,1.369800,1,.684900,140,95.890400
"2006","10594","08","1855","","03","Elem. Schools","N","Florence","","Elem. Schools","239",112,46.861900,127,53.138000,1,.418400,0,.000000,2,.836800,5,2.092000,231,96.652700
"2006","10594","08","1855","","03","El/Sec Combined Schls","N","Florence","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","10594","08","1855","","03","Summary","N","Florence","","Summary","593",290,48.903800,303,51.096100,6,1.011800,1,.168600,8,1.349000,6,1.011800,572,96.458600
"2006","10589","08","1855","0040","04","Elem. Schools","N","Florence","Florence Elementary","Elem. Schools","239",112,46.861900,127,53.138000,1,.418400,0,.000000,2,.836800,5,2.092000,231,96.652700
"2006","10590","08","1855","0060","04","High Schools","N","Florence","Florence High","High Schools","208",109,52.403800,99,47.596100,2,.961500,1,.480700,4,1.923000,0,.000000,201,96.634600
"2006","10591","08","1855","0080","04","Mid/Jr Hi Schools","N","Florence","Florence Middle","Mid/Jr Hi Schools","146",69,47.260200,77,52.739700,3,2.054700,0,.000000,2,1.369800,1,.684900,140,95.890400
"2006","10620","08","2128","","03","High Schools","N","Gillett","","High Schools","256",135,52.734300,121,47.265600,8,3.125000,0,.000000,2,.781200,2,.781200,244,95.312500
"2006","10620","08","2128","","03","Mid/Jr Hi Schools","N","Gillett","","Mid/Jr Hi Schools","198",94,47.474700,104,52.525200,12,6.060600,0,.000000,2,1.010100,2,1.010100,182,91.919100
"2006","10620","08","2128","","03","Elem. Schools","N","Gillett","","Elem. Schools","308",145,47.077900,163,52.922000,15,4.870100,2,.649300,3,.974000,9,2.922000,279,90.584400
"2006","10620","08","2128","","03","El/Sec Combined Schls","N","Gillett","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","10620","08","2128","","03","Summary","N","Gillett","","Summary","762",374,49.081300,388,50.918600,35,4.593100,2,.262400,7,.918600,13,1.706000,705,92.519600
"2006","10614","08","2128","0020","04","High Schools","N","Gillett","Gillett High","High Schools","256",135,52.734300,121,47.265600,8,3.125000,0,.000000,2,.781200,2,.781200,244,95.312500
"2006","10615","08","2128","0040","04","Mid/Jr Hi Schools","N","Gillett","Gillett Middle School","Mid/Jr Hi Schools","198",94,47.474700,104,52.525200,12,6.060600,0,.000000,2,1.010100,2,1.010100,182,91.919100
"2006","10616","08","2128","0060","04","Elem. Schools","N","Gillett","Gillett Elementary","Elem. Schools","308",145,47.077900,163,52.922000,15,4.870100,2,.649300,3,.974000,9,2.922000,279,90.584400
"2006","10641","08","2212","","03","High Schools","N","Goodman-Armstrong","","High Schools","96",43,44.791600,53,55.208300,0,.000000,2,2.083300,0,.000000,1,1.041600,93,96.875000
"2006","10641","08","2212","","03","Mid/Jr Hi Schools","N","Goodman-Armstrong","","Mid/Jr Hi Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","10641","08","2212","","03","Elem. Schools","N","Goodman-Armstrong","","Elem. Schools","81",38,46.913500,43,53.086400,0,.000000,0,.000000,0,.000000,2,2.469100,79,97.530800
"2006","10641","08","2212","","03","El/Sec Combined Schls","N","Goodman-Armstrong","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","10641","08","2212","","03","Summary","N","Goodman-Armstrong","","Summary","177",81,45.762700,96,54.237200,0,.000000,2,1.129900,0,.000000,3,1.694900,172,97.175100
"2006","10639","08","2212","0020","04","Elem. Schools","N","Goodman-Armstrong","Goodman-Armstrong Elementary","Elem. Schools","81",38,46.913500,43,53.086400,0,.000000,0,.000000,0,.000000,2,2.469100,79,97.530800
"2006","10640","08","2212","0040","04","High Schools","N","Goodman-Armstrong","Goodman High","High Schools","96",43,44.791600,53,55.208300,0,.000000,2,2.083300,0,.000000,1,1.041600,93,96.875000
"2006","13831","08","2940","","03","High Schools","N","Laona","","High Schools","122",61,50.000000,61,50.000000,5,4.098300,6,4.918000,0,.000000,1,.819600,110,90.163900
"2006","13831","08","2940","","03","Mid/Jr Hi Schools","N","Laona","","Mid/Jr Hi Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","13831","08","2940","","03","Elem. Schools","N","Laona","","Elem. Schools","166",86,51.807200,80,48.192700,4,2.409600,1,.602400,1,.602400,0,.000000,160,96.385500
"2006","13831","08","2940","","03","El/Sec Combined Schls","N","Laona","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","13831","08","2940","","03","Summary","N","Laona","","Summary","288",147,51.041600,141,48.958300,9,3.125000,7,2.430500,1,.347200,1,.347200,270,93.750000
"2006","13826","08","2940","0020","04","High Schools","N","Laona","Laona High","High Schools","122",61,50.000000,61,50.000000,5,4.098300,6,4.918000,0,.000000,1,.819600,110,90.163900
"2006","13827","08","2940","0040","04","Elem. Schools","N","Laona","Robinson Elementary","Elem. Schools","166",86,51.807200,80,48.192700,4,2.409600,1,.602400,1,.602400,0,.000000,160,96.385500
"2006","10826","08","2961","","03","High Schools","N","Lena","","High Schools","153",70,45.751600,83,54.248300,1,.653500,0,.000000,1,.653500,2,1.307100,149,97.385600
"2006","10826","08","2961","","03","Mid/Jr Hi Schools","N","Lena","","Mid/Jr Hi Schools","88",36,40.909000,52,59.090900,0,.000000,0,.000000,0,.000000,0,.000000,88,100.000000
"2006","10826","08","2961","","03","Elem. Schools","N","Lena","","Elem. Schools","177",89,50.282400,88,49.717500,0,.000000,0,.000000,1,.564900,2,1.129900,174,98.305000
"2006","10826","08","2961","","03","El/Sec Combined Schls","N","Lena","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","10826","08","2961","","03","Summary","N","Lena","","Summary","418",195,46.650700,223,53.349200,1,.239200,0,.000000,2,.478400,4,.956900,411,98.325300
"2006","10817","08","2961","0020","04","Elem. Schools","N","Lena","Lena Elementary","Elem. Schools","177",89,50.282400,88,49.717500,0,.000000,0,.000000,1,.564900,2,1.129900,174,98.305000
"2006","10818","08","2961","0040","04","High Schools","N","Lena","Lena High","High Schools","142",66,46.478800,76,53.521100,1,.704200,0,.000000,1,.704200,2,1.408400,138,97.183000
"2006","10819","08","2961","0060","04","Mid/Jr Hi Schools","N","Lena","Lena Middle","Mid/Jr Hi Schools","88",36,40.909000,52,59.090900,0,.000000,0,.000000,0,.000000,0,.000000,88,100.000000
"2006","00128","08","2961","9414","04","High Schools","Y","Lena","LEARN Charter School","High Schools","11",4,36.363600,7,63.636300,0,.000000,0,.000000,0,.000000,0,.000000,11,100.000000
"2006","10888","08","3311","","03","High Schools","N","Marinette","","High Schools","776",377,48.582400,399,51.417500,10,1.288600,2,.257700,3,.386500,10,1.288600,751,96.778300
"2006","10888","08","3311","","03","Mid/Jr Hi Schools","N","Marinette","","Mid/Jr Hi Schools","714",362,50.700200,352,49.299700,6,.840300,4,.560200,2,.280100,12,1.680600,690,96.638600
"2006","10888","08","3311","","03","Elem. Schools","N","Marinette","","Elem. Schools","900",422,46.888800,478,53.111100,8,.888800,1,.111100,8,.888800,7,.777700,876,97.333300
"2006","10888","08","3311","","03","El/Sec Combined Schls","N","Marinette","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","10888","08","3311","","03","Summary","N","Marinette","","Summary","2390",1161,48.577400,1229,51.422500,24,1.004100,7,.292800,13,.543900,29,1.213300,2317,96.945600
"2006","10875","08","3311","0040","04","Elem. Schools","N","Marinette","Garfield Elementary","Elem. Schools","224",113,50.446400,111,49.553500,2,.892800,0,.000000,4,1.785700,1,.446400,217,96.875000
"2006","10876","08","3311","0060","04","High Schools","N","Marinette","Marinette High","High Schools","776",377,48.582400,399,51.417500,10,1.288600,2,.257700,3,.386500,10,1.288600,751,96.778300
"2006","10877","08","3311","0070","04","Mid/Jr Hi Schools","N","Marinette","Marinette Middle","Mid/Jr Hi Schools","714",362,50.700200,352,49.299700,6,.840300,4,.560200,2,.280100,12,1.680600,690,96.638600
