"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2001","43274","10","0007","","03","Elem      ","N","Abbotsford","","Elementary School Type/ Prek-12","All Races","Both Genders",275,96,"34.9090909000                 ",179,"65.0909090900                 "
"2001","43274","10","0007","","03","Mid/Jr Hi ","N","Abbotsford","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",152,,"",,""
"2001","43274","10","0007","","03","High      ","N","Abbotsford","","High School Type/ PreK-12","All Races","Both Genders",224,83,"37.0535714200                 ",141,"62.9464285700                 "
"2001","43274","10","0007","","03","El/Sec    ","N","Abbotsford","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2001","43274","10","0007","","03","Summary   ","N","Abbotsford","","Grades PreK-12","All Races","Both Genders",651,179,"27.4961597500                 ",472,"72.5038402400                 "
"2001","42404","10","0007","0020","04","Elem      ","N","Abbotsford","Abbotsford El","Grades PreK-12","All Races","Both Genders",275,96,"34.9090909000                 ",179,"65.0909090900                 "
"2001","42405","10","0007","0040","04","High      ","N","Abbotsford","Abbotsford Hi","Grades PreK-12","All Races","Both Genders",211,83,"39.3364928900                 ",128,"60.6635071000                 "
"2001","42407","10","0007","0060","04","Mid/Jr Hi ","N","Abbotsford","Abbotsford Jr","Grades PreK-12","All Races","Both Genders",152,,"",,""
"2001","44722","10","0007","0400","04","High      ","N","Abbotsford","Falcon Enterprise Alternative HS","Grades PreK-12","All Races","Both Genders",13,,"",,""
"2001","43326","10","0112","","03","Elem      ","N","Altoona","","Elementary School Type/ Prek-12","All Races","Both Genders",506,155,"30.6324110600                 ",351,"69.3675889300                 "
"2001","43326","10","0112","","03","Mid/Jr Hi ","N","Altoona","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",416,121,"29.0865384600                 ",295,"70.9134615300                 "
"2001","43326","10","0112","","03","High      ","N","Altoona","","High School Type/ PreK-12","All Races","Both Genders",494,104,"21.0526315700                 ",390,"78.9473684200                 "
"2001","43326","10","0112","","03","El/Sec    ","N","Altoona","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2001","43326","10","0112","","03","Summary   ","N","Altoona","","Grades PreK-12","All Races","Both Genders",1416,380,"26.8361581900                 ",1036,"73.1638418000                 "
"2001","42626","10","0112","0040","04","High      ","N","Altoona","Altoona Hi","Grades PreK-12","All Races","Both Genders",494,104,"21.0526315700                 ",390,"78.9473684200                 "
"2001","42627","10","0112","0060","04","Mid/Jr Hi ","N","Altoona","Altoona Mid","Grades PreK-12","All Races","Both Genders",416,121,"29.0865384600                 ",295,"70.9134615300                 "
"2001","42628","10","0112","0080","04","Elem      ","N","Altoona","Pedersen El","Grades PreK-12","All Races","Both Genders",506,155,"30.6324110600                 ",351,"69.3675889300                 "
"2001","43327","10","0217","","03","Elem      ","N","Augusta","","Elementary School Type/ Prek-12","All Races","Both Genders",318,127,"39.9371069100                 ",191,"60.0628930800                 "
"2001","43327","10","0217","","03","Mid/Jr Hi ","N","Augusta","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2001","43327","10","0217","","03","High      ","N","Augusta","","High School Type/ PreK-12","All Races","Both Genders",373,132,"35.3887399400                 ",241,"64.6112600500                 "
"2001","43327","10","0217","","03","El/Sec    ","N","Augusta","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2001","43327","10","0217","","03","Summary   ","N","Augusta","","Grades PreK-12","All Races","Both Genders",691,259,"37.4819102700                 ",432,"62.5180897200                 "
