"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2001","43105","12","0170","","03","Elem      ","N","Ashland","","Elementary School Type/ Prek-12","555",250,"45.045000                     ",305,"54.954900                     ",98,"17.657600                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",457,"82.342300                     "
"2001","43105","12","0170","","03","Mid/Jr Hi ","N","Ashland","","Middle/Junior High School Type/ Prek-12","902",416,"46.119700                     ",486,"53.880200                     ",183,"20.288200                     ",1,"0.110800                      ",3,"0.332500                      ",0,"0.000000                      ",715,"79.268200                     "
"2001","43105","12","0170","","03","High      ","N","Ashland","","High School Type/ PreK-12","786",343,"43.638600                     ",443,"56.361300                     ",126,"16.030500                     ",0,"0.000000                      ",4,"0.508900                      ",1,"0.127200                      ",655,"83.333300                     "
"2001","43105","12","0170","","03","El/Sec    ","N","Ashland","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2001","43105","12","0170","","03","Summary   ","N","Ashland","","Grades PreK-12","2243",1009,"44.984300                     ",1234,"55.015600                     ",407,"18.145300                     ",1,"0.044500                      ",7,"0.312000                      ",1,"0.044500                      ",1827,"81.453400                     "
"2001","42692","12","0170","0020","04","High      ","N","Ashland","Ashland Hi","Grades PreK-12","786",343,"43.638600                     ",443,"56.361300                     ",126,"16.030500                     ",0,"0.000000                      ",4,"0.508900                      ",1,"0.127200                      ",655,"83.333300                     "
"2001","42693","12","0170","0030","04","Mid/Jr Hi ","N","Ashland","Ashland Mid","Grades PreK-12","498",227,"45.582300                     ",271,"54.417600                     ",84,"16.867400                     ",0,"0.000000                      ",3,"0.602400                      ",0,"0.000000                      ",411,"82.530100                     "
"2001","42694","12","0170","0060","04","Mid/Jr Hi ","N","Ashland","Lake Superior Intermediate","Grades PreK-12","404",189,"46.782100                     ",215,"53.217800                     ",99,"24.504900                     ",1,"0.247500                      ",0,"0.000000                      ",0,"0.000000                      ",304,"75.247500                     "
"2001","42695","12","0170","0080","04","Elem      ","N","Ashland","Lake Superior Primary","Grades PreK-12","400",174,"43.500000                     ",226,"56.500000                     ",98,"24.500000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",302,"75.500000                     "
"2001","42696","12","0170","0120","04","Elem      ","N","Ashland","Marengo Valley El","Grades PreK-12","155",76,"49.032200                     ",79,"50.967700                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",155,"100.000000                    "
