"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","total_enrollment_prek-12","pre-k_number","pre-k_percent","kinder_number","kinder_percent","grade_1_number","grade_1_percent","grade_2_number","grade_2_percent","grade_3_number","grade_3_percent","grade_4_number","grade_4_percent","grade_5_number","grade_5_percent","grade_6_number","grade_6_percent","grade_7_number","grade_7_percent","grade_8_number","grade_8_percent","grade_9_number","grade_9_percent","grade_10_number","grade_10_percent","grade_11_number","grade_11_percent","grade_12_number","grade_12_percent"
"1997","05240","07","0070","","03","Summary   ","N","Algoma","","Grades PreK-12","All Races","Both Genders","765",9,"1.176400                      ",43,"5.620900                      ",38,"4.967300                      ",42,"5.490100                      ",38,"4.967300                      ",46,"6.013000                      ",59,"7.712400                      ",50,"6.535900                      ",65,"8.496700                      ",67,"8.758100                      ",78,"10.196000                     ",78,"10.196000                     ",84,"10.980300                     ",68,"8.888800                      "
"1997","06628","07","0070","0020","04","Elem      ","N","Algoma","Algoma El","Grades PreK-12","All Races","Both Genders","457",9,"1.969300                      ",43,"9.409100                      ",38,"8.315000                      ",42,"9.190300                      ",38,"8.315000                      ",46,"10.065600                     ",59,"12.910200                     ",50,"10.940900                     ",65,"14.223100                     ",67,"14.660800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","06629","07","0070","0040","04","High      ","N","Algoma","Algoma Hi","Grades PreK-12","All Races","Both Genders","308",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",78,"25.324600                     ",78,"25.324600                     ",84,"27.272700                     ",68,"22.077900                     "
"1997","05252","07","0182","","03","Summary   ","N","Ashwaubenon","","Grades PreK-12","All Races","Both Genders","3181",21,"0.660100                      ",250,"7.859100                      ",229,"7.198900                      ",198,"6.224400                      ",254,"7.984900                      ",255,"8.016300                      ",245,"7.701900                      ",263,"8.267800                      ",262,"8.236400                      ",242,"7.607600                      ",229,"7.198900                      ",228,"7.167500                      ",261,"8.204900                      ",244,"7.670500                      "
"1997","06704","07","0182","0020","04","High      ","N","Ashwaubenon","Ashwaubenon Hi","Grades PreK-12","All Races","Both Genders","962",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",229,"23.804500                     ",228,"23.700600                     ",261,"27.130900                     ",244,"25.363800                     "
"1997","06705","07","0182","0045","04","Mid/Jr Hi ","N","Ashwaubenon","Parkview Mid","Grades PreK-12","All Races","Both Genders","767",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",263,"34.289400                     ",262,"34.159000                     ",242,"31.551400                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","06693","07","0182","0050","04","Elem      ","N","Ashwaubenon","Pioneer El","Grades PreK-12","All Races","Both Genders","465",0,"0.000000                      ",0,"0.000000                      ",91,"19.569800                     ",74,"15.913900                     ",106,"22.795600                     ",95,"20.430100                     ",99,"21.290300                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","06706","07","0182","0055","04","Elem      ","N","Ashwaubenon","Cormier Early Childhood Center","Grades PreK-12","All Races","Both Genders","271",21,"7.749000                      ",250,"92.250900                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","06707","07","0182","0060","04","Elem      ","N","Ashwaubenon","Valleyview El","Grades PreK-12","All Races","Both Genders","716",0,"0.000000                      ",0,"0.000000                      ",138,"19.273700                     ",124,"17.318400                     ",148,"20.670300                     ",160,"22.346300                     ",146,"20.391000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","05213","07","0658","","03","Summary   ","N","Brillion","","Grades PreK-12","All Races","Both Genders","873",6,"0.687200                      ",51,"5.841900                      ",62,"7.101900                      ",55,"6.300100                      ",59,"6.758300                      ",71,"8.132800                      ",56,"6.414600                      ",58,"6.643700                      ",61,"6.987300                      ",55,"6.300100                      ",87,"9.965600                      ",93,"10.652900                     ",91,"10.423800                     ",68,"7.789200                      "
