"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"1997","05307","04","0084","","03","Elem      ","N","Alma","","Elementary School Type/ Prek-12","298",144,"48.322100                     ",154,"51.677800                     ",4,"1.342200                      ",4,"1.342200                      ",1,"0.335500                      ",2,"0.671100                      ",287,"96.308700                     "
"1997","05307","04","0084","","03","Mid/Jr Hi ","N","Alma","","Middle/Junior High School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1997","05307","04","0084","","03","High      ","N","Alma","","High School Type/ PreK-12","115",47,"40.869500                     ",68,"59.130400                     ",4,"3.478200                      ",3,"2.608600                      ",0,"0.000000                      ",0,"0.000000                      ",108,"93.913000                     "
"1997","05307","04","0084","","03","El/Sec    ","N","Alma","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1997","05307","04","0084","","03","Summary   ","N","Alma","","Grades PreK-12","413",191,"46.246900                     ",222,"53.753000                     ",8,"1.937000                      ",7,"1.694900                      ",1,"0.242100                      ",2,"0.484200                      ",395,"95.641600                     "
"1997","06962","04","0084","0020","04","Elem      ","N","Alma","Alma El","Grades PreK-12","298",144,"48.322100                     ",154,"51.677800                     ",4,"1.342200                      ",4,"1.342200                      ",1,"0.335500                      ",2,"0.671100                      ",287,"96.308700                     "
"1997","06963","04","0084","0040","04","High      ","N","Alma","Alma Hi","Grades PreK-12","115",47,"40.869500                     ",68,"59.130400                     ",4,"3.478200                      ",3,"2.608600                      ",0,"0.000000                      ",0,"0.000000                      ",108,"93.913000                     "
"1997","05308","04","0091","","03","Elem      ","N","Alma Center","","Elementary School Type/ Prek-12","319",146,"45.768000                     ",173,"54.231900                     ",3,"0.940400                      ",1,"0.313400                      ",2,"0.626900                      ",2,"0.626900                      ",311,"97.492100                     "
"1997","05308","04","0091","","03","Mid/Jr Hi ","N","Alma Center","","Middle/Junior High School Type/ Prek-12","90",39,"43.333300                     ",51,"56.666600                     ",2,"2.222200                      ",0,"0.000000                      ",0,"0.000000                      ",3,"3.333300                      ",85,"94.444400                     "
"1997","05308","04","0091","","03","High      ","N","Alma Center","","High School Type/ PreK-12","181",91,"50.276200                     ",90,"49.723700                     ",3,"1.657400                      ",1,"0.552400                      ",0,"0.000000                      ",3,"1.657400                      ",174,"96.132500                     "
"1997","05308","04","0091","","03","El/Sec    ","N","Alma Center","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1997","05308","04","0091","","03","Summary   ","N","Alma Center","","Grades PreK-12","590",276,"46.779600                     ",314,"53.220300                     ",8,"1.355900                      ",2,"0.338900                      ",2,"0.338900                      ",8,"1.355900                      ",570,"96.610100                     "
"1997","06965","04","0091","0060","04","High      ","N","Alma Center","Lincoln Hi","Grades PreK-12","181",91,"50.276200                     ",90,"49.723700                     ",3,"1.657400                      ",1,"0.552400                      ",0,"0.000000                      ",3,"1.657400                      ",174,"96.132500                     "
"1997","06966","04","0091","0070","04","Mid/Jr Hi ","N","Alma Center","Lincoln Jr","Grades PreK-12","90",39,"43.333300                     ",51,"56.666600                     ",2,"2.222200                      ",0,"0.000000                      ",0,"0.000000                      ",3,"3.333300                      ",85,"94.444400                     "
