"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_K-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2006","14408","04","0084","","03","High Schools","N","Alma","","High Schools","124",55,44.354800,69,55.645100,0,.000000,0,.000000,0,.000000,3,2.419300,121,97.580600
"2006","14408","04","0084","","03","Mid/Jr Hi Schools","N","Alma","","Mid/Jr Hi Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","14408","04","0084","","03","Elem. Schools","N","Alma","","Elem. Schools","201",94,46.766100,107,53.233800,0,.000000,1,.497500,2,.995000,1,.497500,197,98.009900
"2006","14408","04","0084","","03","El/Sec Combined Schls","N","Alma","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","14408","04","0084","","03","Summary","N","Alma","","Summary","325",149,45.846100,176,54.153800,0,.000000,1,.307600,2,.615300,4,1.230700,318,97.846100
"2006","14406","04","0084","0020","04","Elem. Schools","N","Alma","Alma Elementary","Elem. Schools","201",94,46.766100,107,53.233800,0,.000000,1,.497500,2,.995000,1,.497500,197,98.009900
"2006","14407","04","0084","0040","04","High Schools","N","Alma","Alma High","High Schools","124",55,44.354800,69,55.645100,0,.000000,0,.000000,0,.000000,3,2.419300,121,97.580600
"2006","14429","04","0091","","03","High Schools","N","Alma Center","","High Schools","196",100,51.020400,96,48.979500,6,3.061200,2,1.020400,4,2.040800,2,1.020400,182,92.857100
"2006","14429","04","0091","","03","Mid/Jr Hi Schools","N","Alma Center","","Mid/Jr Hi Schools","83",36,43.373400,47,56.626500,3,3.614400,1,1.204800,1,1.204800,0,.000000,78,93.975900
"2006","14429","04","0091","","03","Elem. Schools","N","Alma Center","","Elem. Schools","341",169,49.560100,172,50.439800,8,2.346000,3,.879700,2,.586500,29,8.504300,299,87.683200
"2006","14429","04","0091","","03","El/Sec Combined Schls","N","Alma Center","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","14429","04","0091","","03","Summary","N","Alma Center","","Summary","620",305,49.193500,315,50.806400,17,2.741900,6,.967700,7,1.129000,31,5.000000,559,90.161200
"2006","14427","04","0091","0060","04","High Schools","N","Alma Center","Lincoln High","High Schools","196",100,51.020400,96,48.979500,6,3.061200,2,1.020400,4,2.040800,2,1.020400,182,92.857100
"2006","14428","04","0091","0070","04","Mid/Jr Hi Schools","N","Alma Center","Lincoln Junior High","Mid/Jr Hi Schools","83",36,43.373400,47,56.626500,3,3.614400,1,1.204800,1,1.204800,0,.000000,78,93.975900
"2006","15906","04","0091","0080","04","Elem. Schools","N","Alma Center","Lincoln Elementary","Elem. Schools","341",169,49.560100,172,50.439800,8,2.346000,3,.879700,2,.586500,29,8.504300,299,87.683200
"2006","14435","04","0154","","03","High Schools","N","Arcadia","","High Schools","302",159,52.649000,143,47.350900,1,.331100,2,.662200,0,.000000,14,4.635700,285,94.370800
"2006","14435","04","0154","","03","Mid/Jr Hi Schools","N","Arcadia","","Mid/Jr Hi Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","14435","04","0154","","03","Elem. Schools","N","Arcadia","","Elem. Schools","693",328,47.330400,365,52.669500,1,.144300,2,.288600,6,.865800,76,10.966800,608,87.734400
"2006","14435","04","0154","","03","El/Sec Combined Schls","N","Arcadia","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","14435","04","0154","","03","Summary","N","Arcadia","","Summary","995",487,48.944700,508,51.055200,2,.201000,4,.402000,6,.603000,90,9.045200,893,89.748700
"2006","14430","04","0154","0020","04","Elem. Schools","N","Arcadia","Arcadia Elementary","Elem. Schools","693",328,47.330400,365,52.669500,1,.144300,2,.288600,6,.865800,76,10.966800,608,87.734400
"2006","14431","04","0154","0040","04","High Schools","N","Arcadia","Arcadia High","High Schools","302",159,52.649000,143,47.350900,1,.331100,2,.662200,0,.000000,14,4.635700,285,94.370800
"2006","14462","04","0245","","03","High Schools","N","Bangor","","High Schools","389",194,49.871400,195,50.128500,2,.514100,4,1.028200,3,.771200,2,.514100,378,97.172200
"2006","14462","04","0245","","03","Mid/Jr Hi Schools","N","Bangor","","Mid/Jr Hi Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","14462","04","0245","","03","Elem. Schools","N","Bangor","","Elem. Schools","251",105,41.832600,146,58.167300,0,.000000,0,.000000,3,1.195200,3,1.195200,245,97.609500
"2006","14462","04","0245","","03","El/Sec Combined Schls","N","Bangor","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
