"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","total_enrollment_prek-12","pre-k_number","pre-k_percent","kinder_number","kinder_percent","grade_1_number","grade_1_percent","grade_2_number","grade_2_percent","grade_3_number","grade_3_percent","grade_4_number","grade_4_percent","grade_5_number","grade_5_percent","grade_6_number","grade_6_percent","grade_7_number","grade_7_percent","grade_8_number","grade_8_percent","grade_9_number","grade_9_percent","grade_10_number","grade_10_percent","grade_11_number","grade_11_percent","grade_12_number","grade_12_percent"
"2003","53415","04","0084","","03","Summary   ","N","Alma","","Grades PreK-12","All Races","Both Genders","398",25,"6.281400                      ",23,"5.778800                      ",17,"4.271300                      ",23,"5.778800                      ",21,"5.276300                      ",26,"6.532600                      ",19,"4.773800                      ",30,"7.537600                      ",30,"7.537600                      ",32,"8.040200                      ",33,"8.291400                      ",38,"9.547700                      ",36,"9.045200                      ",45,"11.306500                     "
"2003","52074","04","0084","0020","04","Elem      ","N","Alma","Alma El","Grades PreK-12","All Races","Both Genders","246",25,"10.162600                     ",23,"9.349500                      ",17,"6.910500                      ",23,"9.349500                      ",21,"8.536500                      ",26,"10.569100                     ",19,"7.723500                      ",30,"12.195100                     ",30,"12.195100                     ",32,"13.008100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2003","52075","04","0084","0040","04","High      ","N","Alma","Alma Hi","Grades PreK-12","All Races","Both Genders","152",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",33,"21.710500                     ",38,"25.000000                     ",36,"23.684200                     ",45,"29.605200                     "
"2003","53416","04","0091","","03","Summary   ","N","Alma Center","","Grades PreK-12","All Races","Both Genders","614",46,"7.491800                      ",45,"7.328900                      ",37,"6.026000                      ",45,"7.328900                      ",34,"5.537400                      ",41,"6.677500                      ",35,"5.700300                      ",60,"9.771900                      ",35,"5.700300                      ",52,"8.469000                      ",53,"8.631900                      ",49,"7.980400                      ",46,"7.491800                      ",36,"5.863100                      "
"2003","52076","04","0091","0060","04","High      ","N","Alma Center","Lincoln Hi","Grades PreK-12","All Races","Both Genders","184",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",53,"28.804300                     ",49,"26.630400                     ",46,"25.000000                     ",36,"19.565200                     "
"2003","52077","04","0091","0070","04","Mid/Jr Hi ","N","Alma Center","Lincoln Jr","Grades PreK-12","All Races","Both Genders","87",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",35,"40.229800                     ",52,"59.770100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2003","52153","04","0091","0080","04","Elem      ","N","Alma Center","Lincoln El","Grades PreK-12","All Races","Both Genders","343",46,"13.411000                     ",45,"13.119500                     ",37,"10.787100                     ",45,"13.119500                     ",34,"9.912500                      ",41,"11.953300                     ",35,"10.204000                     ",60,"17.492700                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2003","53644","04","0154","","03","Summary   ","N","Arcadia","","Grades PreK-12","All Races","Both Genders","925",78,"8.432400                      ",54,"5.837800                      ",57,"6.162100                      ",62,"6.702700                      ",68,"7.351300                      ",50,"5.405400                      ",57,"6.162100                      ",63,"6.810800                      ",59,"6.378300                      ",68,"7.351300                      ",79,"8.540500                      ",72,"7.783700                      ",78,"8.432400                      ",80,"8.648600                      "
"2003","54577","04","0154","0020","04","Elem      ","N","Arcadia","Arcadia El","Grades PreK-12","All Races","Both Genders","616",78,"12.662300                     ",54,"8.766200                      ",57,"9.253200                      ",62,"10.064900                     ",68,"11.038900                     ",50,"8.116800                      ",57,"9.253200                      ",63,"10.227200                     ",59,"9.577900                      ",68,"11.038900                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2003","52078","04","0154","0040","04","High      ","N","Arcadia","Arcadia Hi","Grades PreK-12","All Races","Both Genders","309",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",79,"25.566300                     ",72,"23.300900                     ",78,"25.242700                     ",80,"25.889900                     "
"2003","53645","04","0245","","03","Summary   ","N","Bangor","","Grades PreK-12","All Races","Both Genders","658",0,"0.000000                      ",36,"5.471100                      ",41,"6.231000                      ",45,"6.838900                      ",57,"8.662600                      ",47,"7.142800                      ",53,"8.054700                      ",48,"7.294800                      ",58,"8.814500                      ",45,"6.838900                      ",68,"10.334300                     ",54,"8.206600                      ",49,"7.446800                      ",57,"8.662600                      "
"2003","52919","04","0245","0020","04","Elem      ","N","Bangor","Bangor El","Grades PreK-12","All Races","Both Genders","279",0,"0.000000                      ",36,"12.903200                     ",41,"14.695300                     ",45,"16.129000                     ",57,"20.430100                     ",47,"16.845800                     ",53,"18.996400                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2003","52920","04","0245","0040","04","High      ","N","Bangor","Bangor Mid/Hi","Grades PreK-12","All Races","Both Genders","379",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",48,"12.664900                     ",58,"15.303400                     ",45,"11.873300                     ",68,"17.941900                     ",54,"14.248000                     ",49,"12.928700                     ",57,"15.039500                     "
