"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_K-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2006","17423","06","0147","","03","High Schools","N","Appleton Area","","High Schools","5069",2519,49.694200,2550,50.305700,31,.611500,502,9.903300,111,2.189700,164,3.235300,4261,84.059900
"2006","17423","06","0147","","03","Mid/Jr Hi Schools","N","Appleton Area","","Mid/Jr Hi Schools","2281",1074,47.084600,1207,52.915300,24,1.052100,271,11.880700,55,2.411200,112,4.910100,1819,79.745700
"2006","17423","06","0147","","03","Elem. Schools","N","Appleton Area","","Elem. Schools","7862",3715,47.252600,4147,52.747300,63,.801300,813,10.340800,262,3.332400,504,6.410500,6220,79.114700
"2006","17423","06","0147","","03","El/Sec Combined Schls","N","Appleton Area","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","17423","06","0147","","03","Summary","N","Appleton Area","","Summary","15212",7308,48.041000,7904,51.958900,118,.775700,1586,10.425900,428,2.813500,780,5.127500,12300,80.857200
"2006","17469","06","0147","0020","04","High Schools","N","Appleton Area","East High","High Schools","1530",776,50.718900,754,49.281000,7,.457500,142,9.281000,28,1.830000,37,2.418300,1316,86.013000
"2006","26962","06","0147","0030","04","High Schools","N","Appleton Area","North High","High Schools","1719",848,49.331000,871,50.668900,6,.349000,190,11.052900,26,1.512500,68,3.955700,1429,83.129700
"2006","17448","06","0147","0040","04","High Schools","N","Appleton Area","West High","High Schools","1433",697,48.639200,736,51.360700,10,.697800,145,10.118600,50,3.489100,50,3.489100,1178,82.205100
"2006","17331","06","0147","0060","04","Elem. Schools","N","Appleton Area","Badger Elementary","Elem. Schools","287",112,39.024300,175,60.975600,6,2.090500,25,8.710800,15,5.226400,53,18.466800,188,65.505200
"2006","17332","06","0147","0080","04","Elem. Schools","N","Appleton Area","Columbus Elementary","Elem. Schools","182",86,47.252700,96,52.747200,5,2.747200,47,25.824100,15,8.241700,11,6.043900,104,57.142800
"2006","17333","06","0147","0100","04","Elem. Schools","N","Appleton Area","Edison Elementary","Elem. Schools","282",123,43.617000,159,56.382900,5,1.773000,26,9.219800,20,7.092100,6,2.127600,225,79.787200
"2006","71979","06","0147","0105","04","Elem. Schools","N","Appleton Area","Child Learning Center","Elem. Schools","43",12,27.906900,31,72.093000,0,.000000,0,.000000,1,2.325500,1,2.325500,41,95.348800
"2006","70074","06","0147","0110","04","Elem. Schools","Y","Appleton Area","Classical School","Elem. Schools","423",208,49.172500,215,50.827400,1,.236400,24,5.673700,2,.472800,4,.945600,392,92.671300
"2006","17334","06","0147","0120","04","Mid/Jr Hi Schools","N","Appleton Area","Einstein Middle","Mid/Jr Hi Schools","484",227,46.900800,257,53.099100,2,.413200,24,4.958600,6,1.239600,10,2.066100,442,91.322300
"2006","71974","06","0147","0125","04","Elem. Schools","Y","Appleton Area","Wisconsin Connections Academy","Elem. Schools","432",201,46.527700,231,53.472200,4,.925900,7,1.620300,15,3.472200,14,3.240700,392,90.740700
"2006","17335","06","0147","0130","04","Elem. Schools","N","Appleton Area","Ferber Elementary","Elem. Schools","690",313,45.362300,377,54.637600,3,.434700,59,8.550700,14,2.028900,29,4.202800,585,84.782600
"2006","00062","06","0147","0135","04","Elem. Schools","Y","Appleton Area","Fox River Academy","Elem. Schools","12",4,33.333300,8,66.666600,0,.000000,0,.000000,0,.000000,1,8.333300,11,91.666600
"2006","17336","06","0147","0140","04","Elem. Schools","N","Appleton Area","Foster Elementary","Elem. Schools","245",116,47.346900,129,52.653000,1,.408100,77,31.428500,15,6.122400,8,3.265300,144,58.775500
"2006","00063","06","0147","0145","04","Elem. Schools","Y","Appleton Area","Appleton Public Montesori","Elem. Schools","11",6,54.545400,5,45.454500,0,.000000,1,9.090900,0,.000000,0,.000000,10,90.909000
"2006","17337","06","0147","0160","04","Elem. Schools","N","Appleton Area","Franklin Elementary","Elem. Schools","374",173,46.256600,201,53.743300,2,.534700,52,13.903700,7,1.871600,15,4.010600,298,79.679100
"2006","17338","06","0147","0180","04","Elem. Schools","N","Appleton Area","Highlands Elementary","Elem. Schools","554",262,47.292400,292,52.707500,4,.722000,93,16.787000,23,4.151600,68,12.274300,366,66.064900
"2006","17470","06","0147","0190","04","Elem. Schools","N","Appleton Area","Horizons Elementary","Elem. Schools","432",199,46.064800,233,53.935100,4,.925900,41,9.490700,13,3.009200,72,16.666600,302,69.907400
"2006","17471","06","0147","0195","04","Elem. Schools","N","Appleton Area","Houdini Elementary","Elem. Schools","625",305,48.800000,320,51.200000,1,.160000,18,2.880000,13,2.080000,21,3.360000,572,91.520000
"2006","17339","06","0147","0200","04","Elem. Schools","N","Appleton Area","Huntley Elementary","Elem. Schools","568",278,48.943600,290,51.056300,10,1.760500,34,5.985900,18,3.169000,20,3.521100,486,85.563300
"2006","71200","06","0147","0210","04","Mid/Jr Hi Schools","Y","Appleton Area","Odyssey-Magellan","Mid/Jr Hi Schools","137",49,35.766400,88,64.233500,1,.729900,13,9.489000,3,2.189700,0,.000000,120,87.591200
"2006","17472","06","0147","0220","04","Elem. Schools","N","Appleton Area","Berry Elementary","Elem. Schools","500",263,52.600000,237,47.400000,3,.600000,11,2.200000,6,1.200000,14,2.800000,466,93.200000
"2006","70173","06","0147","0230","04","Mid/Jr Hi Schools","Y","Appleton Area","Appleton Community Learning Center","Mid/Jr Hi Schools","9",3,33.333300,6,66.666600,1,11.111100,1,11.111100,1,11.111100,2,22.222200,4,44.444400
"2006","17340","06","0147","0240","04","Elem. Schools","N","Appleton Area","Jefferson Elementary","Elem. Schools","412",204,49.514500,208,50.485400,2,.485400,27,6.553300,25,6.067900,45,10.922300,313,75.970800
"2006","17341","06","0147","0260","04","Elem. Schools","N","Appleton Area","Johnston Elementary","Elem. Schools","568",245,43.133800,323,56.866100,2,.352100,79,13.908400,25,4.401400,32,5.633800,430,75.704200
"2006","17342","06","0147","0280","04","Elem. Schools","N","Appleton Area","Lincoln Elementary","Elem. Schools","363",180,49.586700,183,50.413200,6,1.652800,75,20.661100,16,4.407700,28,7.713400,238,65.564700
"2006","17343","06","0147","0300","04","Mid/Jr Hi Schools","N","Appleton Area","Madison Middle","Mid/Jr Hi Schools","749",352,46.995900,397,53.004000,5,.667500,87,11.615400,13,1.735600,34,4.539300,610,81.441900
"2006","17344","06","0147","0320","04","Elem. Schools","N","Appleton Area","McKinley Elementary","Elem. Schools","582",284,48.797200,298,51.202700,3,.515400,107,18.384800,13,2.233600,47,8.075600,412,70.790300
"2006","17345","06","0147","0340","04","Elem. Schools","N","Appleton Area","Richmond Elementary","Elem. Schools","277",141,50.902500,136,49.097400,1,.361000,10,3.610100,6,2.166000,15,5.415100,245,88.447600
"2006","17346","06","0147","0360","04","Mid/Jr Hi Schools","N","Appleton Area","Roosevelt Middle","Mid/Jr Hi Schools","408",195,47.794100,213,52.205800,12,2.941100,66,16.176400,10,2.450900,24,5.882300,296,72.549000
