,agency,full_name,start,end,
1,7,Andy Baldus,2010,2012,
2,7,Darla Viegut,2012,2012,
3,7,Donald Medenwaldt,2003,2012,
4,7,Eric Reis,2002,2002,
5,7,Joan Peissig,2002,2007,
6,7,LaVerne Harrison,2006,2009,
7,7,Melanie Gorke,2002,2003,
8,7,Rachel Schreiber,2008,2010,
9,7,Scott Nelson,2002,2012,
10,7,Thomas Archambo,2004,2012,
12,7,Timothy Kramas,2004,2012,1
13,7,Toni Simonson,2004,2005,
14,7,William Schultz,2002,2003,
15,14,Brenda Rhinehart,2007,2011,
16,14,Carole Janssen,2002,2012,
18,14,Gary Olson,2002,2010,
20,14,"James Bays, II",2006,2011,1
21,14,Janet Boddy,2002,2008,
22,14,Julie Roseberry,2007,2008,
23,14,Julieann Roseberry,2012,2012,
24,14,Linda Wormet,2004,2006,
25,14,Mary Gruber,2002,2003,
26,14,Patricia Brogan,2002,2005,
27,14,Peter Hickethier,2002,2012,
28,14,Randy Billington,2011,2012,
29,14,Richard Pease,2005,2012,
30,14,Ronald Boettcher,2009,2012,
31,14,Sherry Baumgart,2002,2012,
32,63,Brian Dahl,2008,2009,
33,63,Dave Pluss,2004,2009,
34,63,Dena Bump,2002,2007,
35,63,Edward Maksym,2010,2012,1
37,63,Fairy Elmer,2009,2012,
38,63,Forrest Ross,2007,2008,
39,63,Fred Johnson,2010,2012,
40,63,Gary Armitage,2003,2005,
41,63,Hillary Bauman,2008,2010,
42,63,Holly Atkinson,2002,2002,
43,63,James Sterr,2002,2003,
44,63,Jason Lindgren,2011,2011,
45,63,John Bauman,2002,2007,
46,63,Kay Petersen,2002,2002,
47,63,Larry Hakes,2003,2003,
48,63,Mike Marean,2010,2010,
49,63,Rebecca Mather,2006,2008,
50,63,Trent Blumer,2004,2005,
51,63,Wayne Mueller,2009,2012,
53,70,Ann Schmitz,2006,2012,1
54,70,Barbara Rodgers,2002,2012,
55,70,Dale Massey,2002,2002,
56,70,Daniel Polecheck,2008,2012,
57,70,David Wessel,2002,2012,
58,70,Dean Tenor,2007,2012,
59,70,Jill Prokash,2002,2003,
60,70,Lyle Schmiling,2005,2005,
61,70,Patricia Qualman,2004,2007,
62,70,Patrick Robinson,2005,2005,
63,70,Priscilla Swoboda,2003,2003,
64,70,Ralph Elsholz,2004,2006,
65,70,Richard Glueckert,2002,2006,
66,84,Andrea Goeldner,2012,2012,
67,84,Barry Ritscher,2003,2005,
68,84,Charles Schultz,2002,2002,
69,84,Douglas Kane,2006,2011,
70,84,Gregory Green,2006,2012,
71,84,Mark Fetting,2003,2005,
72,84,Michael Abts,2002,2012,
73,84,Sonya Hansen,2002,2002,
74,91,Donald Forsting,2002,2012,
75,91,James Scholze,2002,2004,
76,91,James Wright,2008,2012,
78,91,Jeffrey Sheffer,2002,2010,1
79,91,Jerry Jacobson,2003,2008,
80,91,Kimberly Olson,2009,2012,
81,91,Kristi Hanson,2005,2007,
82,91,Raymond Ransom,2002,2008,
83,91,Richard Larson,2009,2009,
84,91,Sam Boynton,2002,2009,
85,91,Tammy Simmons,2011,2012,
86,91,Tony Lien,2010,2012,
87,105,Carol Ellie,2006,2006,
88,105,Catherine Guth,2006,2012,
90,105,Charles Jerry Dernbach,2002,2012,1
91,105,Dan Folan,2002,2003,
92,105,Debbie Bradley,2007,2012,
93,105,Gary Barden,2002,2004,
94,105,Gary Smith,2006,2006,
95,105,Jeannete Wilson,2008,2012,
96,105,Jennifer Johnson,2002,2005,
98,105,Kevin Cummings,2005,2005,
99,105,Michael Olson,2007,2007,
100,105,Roy Danforth,2004,2012,
101,105,Sharon Ditmore,2002,2005,
102,112,Charles Walter,2002,2002,
103,112,Cheryl Meyer,2002,2002,
104,112,Edward Bohn,2002,2012,
105,112,Helen Drawbert,2003,2012,
106,112,Kristen Dexter,2003,2003,
107,112,Michael Hilger,2012,2012,
108,112,Robert Hanks,2004,2011,
109,112,Robin Elvig,2009,2009,
110,112,Sheila Lehnen,2004,2006,
111,119,Dan Draxler,2002,2004,
112,119,Darren Van Blaricom,2007,2012,
113,119,David Duxbury,2002,2006,
114,119,Jane Johnson,2005,2012,
115,119,John Northway,2002,2008,
116,119,Lynn Blomstrand,2010,2012,
117,119,Sidney Bjorkman,2009,2009,
118,126,Diana Bohman,2008,2012,
119,126,Gale Gordon,2002,2003,
120,126,Mark Kryshak,2002,2007,
121,126,Michael Turner,2006,2012,
122,126,Nick Trzebiatowski,2004,2005,
123,126,Ronald Borski,2004,2009,
124,126,Sandra Keener,2008,2012,
125,126,Timothy Osborn,2002,2003,
126,140,Andy Merry,2011,2012,
127,140,Beth Bockes,2004,2012,
128,140,Bob Barrington,2002,2002,
129,140,Gary Hegranes,2002,2012,
130,140,Gary Kieper,2002,2012,
131,140,Jeffrey Wagner,2002,2004,
132,140,John Zupon,2008,2010,
133,140,Joseph Kretz,2008,2012,
134,140,Joseph Schroeder,2003,2004,
135,140,Larry Brunzlick,2004,2009,
136,140,Laura Waldvogel,2005,2007,
137,140,Linda Szitta,2002,2004,
138,140,Mark Resch,2009,2011,
139,140,Michael Berglund,2002,2002,
140,140,Michael Boldig,2010,2011,
141,140,Michele Marshall,2006,2007,
142,140,Miles Stanke,2012,2012,
143,140,Richard Parilek,2005,2005,
144,140,Rodney Ostrowski,2003,2003,
145,140,Roseann Hoffman,2005,2012,
146,140,Terry Brand,2003,2003,
147,140,Terry Depies,2002,2002,
148,147,Anne Strauch,2002,2006,
149,147,Diane Barkmeier,2002,2008,
150,147,Jeffry Knezel,2003,2004,
151,147,John Gosling,2012,2012,
152,147,John Mielke,2005,2012,
153,147,Julie Baker,2007,2012,
154,147,Kay Eggert,2004,2012,
155,147,Kenneth Sager,2002,2003,
156,147,Richard Pike,2002,2002,
157,147,Sharon Fenlon,2002,2012,
158,147,Spencer Rotzel,2009,2011,
159,154,Clarence Pronschinske,2002,2009,
160,154,Cletus Foegen,2002,2005,
161,154,Henry Schultz,2006,2011,
162,154,Jerald Sorenson,2003,2012,
163,154,Loren Wolfe,2002,2012,
164,154,Michael Edmunds,2004,2012,1
166,154,Randy Nilsestuen,2010,2012,
167,154,Rick Reuter,2002,2003,
168,154,Scott Schank,2012,2012,
169,154,Shirley Rebhahn,2002,2003,
170,161,Caroline Rossing,2010,2012,
171,161,John Soper,2002,2002,
172,161,Lance Flannery,2003,2003,
173,161,Lee Montgomery,2003,2008,
174,161,Loren Bruehlman,2004,2012,
175,161,Mary Ann Steep,2002,2002,
176,161,Penny Brummel,2008,2009,
177,161,Raynold Saalsaa,2002,2007,
178,161,Stanton Bigelow,2010,2012,
179,161,Valerie Steiner,2009,2009,
180,170,Anne Miller,2009,2012,
181,170,Carl Smith,2003,2010,
182,170,Connie Anderson,2003,2005,
183,170,Dana Tyler,2010,2011,
184,170,David Siegler,2002,2005,
185,170,Fred Tidstrom,2009,2009,
186,170,James Monroe,2003,2003,
187,170,Jay Emmert,2008,2011,
188,170,Jeanne Thompson,2002,2008,
189,170,Jim Monroe,2004,2004,
190,170,JoAnn Erickson,2011,2012,
191,170,Judy Putnam,2002,2007,
192,170,Larry Nelson,2008,2008,
193,170,Lynn Maday,2012,2012,
194,170,Pat Hunt,2002,2002,
196,170,Patrick Nemec,2006,2008,1
197,170,Peggy Koehler,2008,2012,
198,170,Sheila Schulz,2002,2006,
199,170,Shelly Viater,2010,2010,
200,170,Tami Heglund,2007,2009,
201,170,Tom Gleeson,2004,2011,
202,170,Tom O'Connor,2002,2002,
203,170,William Pearce,2002,2012,
204,182,Brian Van De Kreeke,2012,2012,
205,182,Ginny Laukka,2008,2012,
206,182,Jay Van Laanen,2004,2006,
207,182,Mark Williams,2002,2012,
208,182,Michael Aubinger,2003,2011,
209,182,Robert Crowley,2002,2010,
210,182,Virginia Laukka,2002,2007,
211,196,Duane Natzke,2002,2008,
212,196,Edwin Schmidt,2002,2012,
213,196,Jon Wagner,2008,2012,
214,196,Kevin Zubke,2002,2012,
215,196,Lori Haines,2002,2012,
216,196,Rick Guralski,2008,2012,
217,196,Tamey Zenner,2002,2007,
218,203,Bob Haupt,2007,2012,
219,203,Cheri Dimick,2012,2012,
220,203,Douglas Reding,2009,2011,
221,203,James Castellano,2002,2004,
222,203,Karmin Bolder,2012,2012,
223,203,Marilyn Follen,2002,2006,
224,203,Michael Hansen,2008,2011,
225,203,Susan Raab,2002,2008,
226,203,Teresa Hamus,2005,2006,
227,217,Bernard Buttke,2006,2006,
228,217,Brian Kellett,2003,2006,
229,217,Byron King,2011,2012,
230,217,Carol Peuse,2012,2012,
231,217,Dudley Smith,2002,2012,
232,217,Joe Smith,2003,2004,
233,217,Kenneth Stahl,2008,2010,
234,217,Matthew Guse,2010,2011,
235,217,Robert Geiger,2002,2002,
236,217,Roger Hahn,2002,2002,
237,217,Steven Arndt,2003,2009,
238,217,Thomas Pieper,2007,2007,
239,217,Tom Pieper,2005,2006,
240,231,Ann Hilmanowske,2010,2012,
241,231,Brian Bedford,2011,2012,
242,231,Debra Rasmussen,2003,2012,
243,231,Dustin Klanderman,2003,2004,
244,231,Jeff Campbell,2004,2012,
245,231,Jody Lindquist,2010,2010,
246,231,John Hinz,2005,2009,
247,231,Judith Pedrotty,2002,2002,
248,231,Michael Bondarenko,2003,2010,
249,231,Robert Klanderman,2002,2002,
250,231,Thomas Schumacher,2002,2009,
251,231,Todd Graf,2002,2012,
252,231,Tom Mahoney,2002,2005,
253,238,Chad Stenberg,2008,2012,
254,238,David Moore,2002,2002,
255,238,Debbie Ince-Peterson,2002,2012,1
257,238,Eric Turner,2002,2007,
258,238,James Beistle,2003,2012,
259,238,Joseph Tilton,2010,2012,
260,238,Richard Renstrom,2002,2005,
261,238,Sheryl Holmgren,2006,2012,
262,238,Steve Glaim,2002,2009,
263,245,Curtis Pierce,2002,2008,
264,245,David Vetrano,2002,2012,
265,245,Julie Meyers,2009,2009,
266,245,Laurie Olson,2002,2007,
267,245,Marcie Berger,2004,2008,
268,245,"Ole Mathison, III",2010,2012,
269,245,Pam Semb,2002,2003,
270,245,Patricia Gjertsen,2002,2006,
271,245,Paul Wuensch,2008,2012,
272,245,Rodney Hundt,2007,2012,
273,245,Scott Riley,2007,2012,
274,280,Allegra Zick,2002,2005,
275,280,Doug Mering,2009,2012,
276,280,Ed Mortimer,2009,2012,
277,280,Gary Cummings,2006,2007,
278,280,James Quandt,2002,2006,
279,280,Jill Ellinwood,2006,2008,
280,280,Judd Maxwell,2008,2009,
281,280,Kevin Bartol,2007,2008,
282,280,Kevin Vodak,2002,2012,
283,280,Manny Bolz,2002,2005,
284,280,Mary Anne Stewart,2002,2006,
285,280,Patricia Spragg,2007,2009,
286,280,Penny Johnson,2003,2004,
287,280,Peter Vedro,2012,2012,
288,280,Raymond Borkenhagen,2010,2012,
289,280,Scott Frostman,2010,2011,
290,287,Amy Perry,2004,2011,
291,287,Gerald Zander,2002,2002,
292,287,Greg Parman,2002,2007,
293,287,Kathleen Murphy,2002,2004,
294,287,Lori Parks,2008,2012,
295,287,Michael Landy,2002,2003,
296,287,Peter Shatrawka,2009,2012,
298,287,Suzanne Nechkash,2002,2008,
299,287,Tami Bowser,2008,2012,1
300,287,Tammi Bowser,2003,2003,1
301,287,Theodore Thompson,2003,2012,
302,287,Tory Laube,2008,2012,
303,287,Wanda Owens,2004,2012,
304,308,Betty Missling,2002,2012,
306,308,Christine Broten,2002,2012,1
307,308,Christopher Donica,2012,2012,
308,308,Jeremy Boe,2012,2012,
309,308,Jon Erickson,2008,2012,
310,308,Judy Bell,2003,2010,
311,308,Kelli Rasmussen,2011,2011,
312,308,Lori Springer,2007,2012,
313,308,Mary Hogan,2002,2011,
314,308,Pat Solheid,2002,2002,
316,308,Rodney Nordby,2004,2007,1
317,308,Roger Gardner,2002,2006,
318,308,Roxanne Micheels,2006,2012,
319,308,Sheri Clark,2002,2002,
320,308,Sue Puddicombe,2003,2005,
321,308,Tim Hanson,2002,2003,
322,315,Billie Jo Johnson,2012,2012,
323,315,Brian Goodwin,2008,2012,
324,315,Cindy Garrity,2008,2009,
325,315,Craig Hoopman,2012,2012,
326,315,David Curran,2006,2007,
327,315,Deb Knopf,2011,2012,
328,315,Diane Anderson,2005,2006,
329,315,Donald Jeffords,2008,2010,1
330,315,Donald Jeffords Sr,2004,2004,1
331,315,Jackie Merila,2007,2007,1
332,315,Jacqueline Merila,2010,2010,1
333,315,James Brown,2002,2004,
334,315,Jean Buffalo-Reyes,2002,2007,
335,315,Jennifer Leask,2012,2012,
336,315,Linda Brown,2002,2005,
337,315,Paul Tribovich,2002,2011,
338,315,Robert Nelson,2003,2011,
339,315,Tamara Deragon,2002,2005,
341,336,Beverly Beal-Loeck,2002,2011,1
342,336,Chad Prieve,2011,2012,
343,336,Daniel Feuling,2010,2012,
344,336,David Uttech,2002,2005,
345,336,Gary Spielman,2002,2012,
346,336,Jean Hill,2008,2012,
347,336,Joanne Tyjeski,2009,2009,
348,336,Joseph Militello Jr,2002,2006,
349,336,Katherine Berkvam,2007,2008,
350,336,Kathryn Pals,2003,2006,
351,336,Kimberly Darst,2009,2012,
352,336,Laurie Propst,2002,2008,
353,336,Lisa Panzer,2009,2012,
354,336,Marge Jorgensen,2007,2012,
355,336,Mark Killingsworth,2002,2007,
356,336,Mark Kirst,2007,2009,
357,336,Nate Dassler,2008,2009,
358,336,Paul Uttech,2002,2003,
359,336,Robert Neuman,2003,2007,
360,350,Elizabeth Kernen,2008,2010,
361,350,Elizabeth Lowery,2002,2012,
362,350,Gary Francois,2005,2012,
363,350,James Fahey,2002,2011,
364,350,Pam Scott,2003,2012,
365,350,Paul O'Connor,2011,2011,
366,350,Roger Hillebrand,2002,2012,
367,350,Ruth Robinson,2002,2002,
368,350,Troy Pankratz,2012,2012,
369,350,William O'Connor,2002,2004,
370,364,Arthur McNett,2002,2003,
371,364,Craig Abing,2005,2012,1
373,364,Dave Johnson,2008,2012,
374,364,Jared Reuter,2012,2012,
375,364,Joseph Olthafer,2004,2004,
376,364,Kenneth Heinrichs,2002,2006,
377,364,Kevin Bockhop,2002,2002,
378,364,Martin Russell,2002,2003,
379,364,Michael Klein,2002,2008,
380,364,Ruth Kamps,2007,2007,
381,364,Sally Carey,2003,2012,
382,364,Steve Craven,2004,2007,
383,364,Tammy Haag,2007,2011,
384,364,Vaughn Mester,2009,2012,
385,413,David West,2002,2002,
386,413,Emmett Riddle,2003,2004,
387,413,Georgina Stenstrom,2004,2006,
388,413,James Reseburg,2003,2003,
389,413,Jeff Klett,2006,2008,
390,413,Jessica Everson,2010,2011,
391,413,John Acomb,2008,2012,
392,413,John Erikson,2008,2009,
393,413,John Winkelmann,2002,2005,
394,413,Kimberly Thompson,2002,2009,
395,413,Kurt Handrich,2005,2007,
396,413,Mary Furman,2004,2004,
397,413,Michael Ramsdail,2009,2011,
398,413,Missy Henderson,2010,2012,
399,413,Nora Gard,2012,2012,
400,413,Pam Charles,2007,2009,
401,413,Regina Dunkin,2002,2005,
402,413,Robin Stauffacher,2002,2003,
403,413,Shannon Scharmer,2005,2012,
404,413,Theresa Johnson,2010,2012,
405,422,Brian Berner,2007,2008,
406,422,Dannie Shear,2003,2005,
407,422,David Patterson,2009,2010,
408,422,Dean Butzler,2002,2002,
409,422,Douglas Clark,2004,2012,
410,422,James Olson,2011,2012,
411,422,Joan Stirrat,2002,2012,
412,422,John Pelock,2012,2012,
413,422,John Schroeder,2002,2003,
414,422,Judy Nupnau,2004,2007,
415,422,Mary Jo Franze,2002,2006,
416,422,Melinda Brancamp,2007,2007,
417,422,Michael Ace,2008,2012,
418,422,Norman Jacobs,2005,2010,
419,422,Richard Himmelmann,2006,2006,
420,422,Rodney Jordan,2009,2011,
421,422,Sherri O'Brien,2002,2006,
422,422,Wade Sweger,2003,2003,
423,427,Angela Stluka,2011,2012,
424,427,Brandee Blaine,2012,2012,
425,427,Cindy Thumser,2009,2009,
427,427,Dana Hamm,2010,2010,
428,427,Daniel Pulvermacher,2007,2009,1
429,427,Darrell Jansen,2011,2011,
430,427,Donna White,2005,2010,
431,427,Jennifer Murphy,2006,2006,
432,427,Julie Redfearn,2008,2009,1
434,427,Larry Redfearn,2012,2012,
435,427,Morgan Frazer,2002,2005,
436,427,Nicole Beau,2010,2012,
437,427,Richard Lawrence,2002,2010,
438,427,Rita McCarthy,2005,2007,
439,427,Ronald Belken,2002,2004,
440,427,Sarah Monson,2012,2012,
441,427,Susan Curtis,2002,2004,
442,427,Tammy Lange,2006,2011,
444,427,Timothy Stauffacher,2002,2006,1
445,427,Tony Dougherty,2007,2007,
446,434,Beth Malchetske,2012,2012,
447,434,Bonnie Olsen,2002,2007,
448,434,Catherine Kujawa,2012,2012,
449,434,Christian Stemler,2002,2002,
450,434,George Doty,2003,2011,
451,434,Kenneth Doro,2008,2012,
452,434,Linda Reetz,2002,2011,
453,434,Lori Kray,2004,2012,
454,434,Mark Finger,2002,2012,
455,434,Martin Lehman,2002,2008,1
457,434,Mike Shattuck,2002,2007,
458,434,Paul Werch,2009,2012,
459,434,Sue Haase,2002,2012,
460,434,Todd Deruyter,2008,2008,
461,441,Allan Widiker,2002,2010,
462,441,Richard A. Zemaitis,2011,2011,
463,441,Robert Herscher,2012,2012,
464,441,Robert Langham,2002,2012,
466,441,Thorvald Skar,2002,2012,1
468,469,Connie Handel,2002,2004,
469,469,Diane Poe,2004,2006,1
471,469,James Festge,2002,2002,
472,469,Jeff Fancsali,2008,2012,
473,469,Jennifer Wolf,2006,2009,
474,469,John Andrew Husband,2002,2003,
475,469,John Elliott,2003,2003,
476,469,Kay Butcher,2004,2012,
477,469,Kim Sears-Hacker,2008,2012,
478,469,Laurie Genthe,2004,2004,
479,469,Mike Byrne,2003,2005,
480,469,Ron Patterson,2006,2006,
481,469,Sandy Orcutt,2010,2010,
482,469,Susan Beil,2006,2012,
483,469,Terry Zander,2007,2009,
484,469,Thomas Schlick,2002,2002,
485,469,Tom Turk,2002,2012,
486,476,Barbara Mackenzie,2004,2005,
487,476,Bill Waughtal,2006,2008,
488,476,Donald Mathews,2008,2012,
489,476,Douglas Hurlburt,2002,2002,
490,476,Durwood Amundson,2002,2003,
491,476,Gregg Mulry,2002,2003,
492,476,Jeffrey Pugh,2003,2007,
493,476,Ken Artis,2008,2010,
494,476,Laura Chrest,2002,2002,
495,476,Laurel Meek,2009,2012,
496,476,Lois Corey,2003,2011,
497,476,Mark Thomley,2012,2012,
498,476,Michael Johnson,2003,2005,
499,476,Pamela Radcliffe,2002,2002,
500,476,Paul Bohac,2005,2008,
501,476,Ramie Bakken,2006,2012,
502,476,Susan Olstad,2011,2012,
503,476,Wayne Torkeslon,2004,2004,
504,485,Blaine Koxlien,2003,2012,1
505,485,David Quarne,2002,2002,
506,485,David Smikrud,2002,2012,
508,485,Duane Schaller,2002,2009,
509,485,Joe Clark,2007,2012,
510,485,Keith Lien,2010,2012,
511,485,Michelle Weisenberger,2002,2005,
512,485,Randi Anderson,2003,2009,1
514,485,Sandi Berge,2002,2002,
515,485,Susan Frederixon,2006,2006,
516,485,Troy Tenneson,2010,2012,
517,490,Amy Carr,2008,2010,
518,490,Barb Cassidy,2005,2007,
519,490,James McCoy,2002,2003,
520,490,Jennifer Wetteland,2012,2012,
521,490,Kristin Leonard,2002,2004,
522,490,Marilyn Rolfsmeyer,2002,2004,
523,490,Patty McGowan,2011,2012,
524,490,Richard Rolfsmeyer,2005,2012,
525,490,Ron Linder,2006,2012,
526,490,Roy Ruegsegger,2002,2010,
527,490,Stephen Thompson,2002,2005,
528,490,Steven Demler,2006,2012,
529,490,Tim Scott,2004,2005,
530,497,Aline Buchner,2004,2012,
531,497,Cletus Woolever,2004,2007,
532,497,Cory Bixby,2008,2010,
533,497,Dale Gumness,2004,2006,
534,497,Debra Bowe,2007,2007,
535,497,Deneen Berseth,2011,2012,
536,497,Donovan Geissler,2002,2002,
538,497,Gary Krenz,2002,2003,
539,497,Gordon Johnson,2011,2012,
540,497,Joe Zeman,2002,2012,
541,497,Leo Meier,2002,2003,
542,497,Lewis LaGesse,2003,2008,
543,497,Linda Wankel,2009,2010,
544,497,Patti Wilson,2003,2003,
545,497,Ralph Bruxvoort,2008,2012,
546,497,Thomas Rufledt,2002,2003,1
547,602,Cindy Teschke,2009,2010,
548,602,Dale Bergsbaken,2002,2012,
549,602,David Hoberg,2002,2010,
550,602,Dennis Bergsbaken,2011,2012,
551,602,Geoffrey Dowden,2005,2005,
552,602,Greg Borowski,2012,2012,
553,602,Greg Rank,2011,2012,
554,602,Jay Krull,2006,2012,
555,602,John Boettcher,2002,2005,
556,602,Lisa Strutz,2008,2011,
557,602,Mike Hille,2002,2008,
558,602,Robert Krause,2002,2007,
559,609,Charles Clarke,2011,2012,
560,609,Clark Jillson,2002,2012,
561,609,Donald Brown,2002,2011,
562,609,Edward Achenbach,2002,2007,
563,609,Hershel Marks,2008,2008,
564,609,Jeff Lee,2002,2003,
565,609,Patricia Roseliep,2004,2007,
566,609,Randy Moret,2008,2012,
567,609,Ryan Reynolds,2004,2011,
568,609,Stan Fritz,2010,2010,
569,609,Todd Miller,2012,2012,
570,609,Troy Brechler,2002,2012,
571,616,Barbara Johnson,2012,2012,
572,616,Cherie Sanderson,2006,2011,
573,616,Dale White,2002,2003,
574,616,Daniel Rayala,2004,2007,
575,616,Henry Szymanski,2003,2003,
576,616,Joan Christgau,2002,2005,
577,616,Kris Kassien,2012,2012,
578,616,Michelle Magnuson,2002,2004,
579,616,Richard Gilman,2008,2011,
580,616,Susan Ziebart,2004,2006,1
582,616,Teresa Schmidt,2007,2012,
583,623,Dawn Gutt,2002,2005,
584,623,Debra Roth,2010,2012,
585,623,Glenda Butterfield-Boldig,2006,2012,
586,623,Jackie Miller,2002,2006,
587,623,James Bestul,2002,2006,
588,623,Janet Miller,2008,2010,
589,623,Jeanne Long,2003,2004,
590,623,Jerry Grosskopf,2004,2012,
591,623,Jill Martin,2011,2012,
592,623,John Fuerst,2002,2012,
593,623,Martin Sybeldon,2007,2009,
594,623,Robert Herzberg,2008,2009,
595,623,Scott Breitrick,2002,2007,
596,637,Gail Stark,2002,2012,
597,637,Joe Hellmann,2002,2002,
598,637,John Poeschel,2005,2007,
599,637,John Zavodny,2011,2012,
600,637,Larry Amble,2002,2004,
601,637,Robert Bodsberg,2003,2006,
602,637,Timothy Sempf,2008,2012,
603,637,Virginia Waller,2008,2010,1
605,657,Judy Uhlenhake,2008,2012,
606,657,Paul Gagliardi,2002,2007,
607,658,Brian Horn,2004,2012,
608,658,Cheryl Welch,2002,2003,
609,658,Holly Thurow,2004,2007,1
611,658,Kevin Palmer,2007,2012,
612,658,Lea Calaway,2009,2009,
613,658,Matt Vechart,2002,2006,
614,658,Renee Maeder,2008,2012,
615,658,Robert Stanelle,2007,2012,
616,658,Russ Cherney,2002,2006,
617,658,Steve Thuecks,2002,2003,
618,658,Steven Klessig,2002,2012,
619,665,Amy Hanson,2010,2012,
620,665,Andrew Lawrence,2004,2007,
621,665,Dave Berg,2003,2006,
622,665,Jack Spencer,2002,2010,
623,665,Katie Horton,2008,2008,
624,665,Katie Muhlenbeck,2002,2002,
625,665,Katie O'Neill,2011,2011,
626,665,Larry Kelley,2002,2007,
627,665,Lynn Keller,2012,2012,
628,665,Michael Saad,2009,2009,
629,665,Todd Becker,2008,2012,
630,700,Carol Kloepping,2007,2010,
631,700,Chris Searles,2008,2011,
632,700,Dana Shanks,2012,2012,
633,700,Douglas Pinnow,2002,2002,
634,700,Douglas Zettle,2003,2007,
635,700,James Burchell,2003,2006,
636,700,Jeff Wymer,2002,2003,
637,700,Jim Wahl,2008,2008,
638,700,Jon Peterson,2005,2007,
639,700,Kendall Schlittler,2002,2004,
640,700,Michael Krupke,2009,2012,
641,700,Michael Oellerich,2012,2012,
642,700,Paul Donovan,2011,2012,
643,700,Peggy Olsen,2002,2010,
644,700,Randy Abing,2002,2002,
645,700,Susan Welch,2003,2011,
646,700,Teresa Earleywine,2004,2012,
647,714,Bruce Nattinger,2002,2005,
648,714,Cheri Sylla,2002,2006,
649,714,David Marcello,2009,2010,
650,714,Gary Jones,2009,2010,
651,714,Glen Allgaier,2008,2008,
652,714,Jane Weston,2002,2003,
653,714,Jean Lambert,2010,2011,
654,714,Kathryn Wilson,2011,2012,
655,714,Lisa Dexter,2003,2003,
656,714,Meg Wartman,2004,2012,
657,714,Patrick Murphy Jr,2002,2008,1
660,714,Richard Brunner,2012,2012,
661,714,Robert Ziegler,2009,2012,
662,714,Sandra Ford,2005,2005,
663,714,Stephen Schwei,2002,2009,
664,714,Thomas Gehl,2006,2012,
665,721,Barry Godshaw,2011,2012,
666,721,Dennis Griffin,2006,2011,
667,721,Dennis Lowder,2007,2012,
668,721,Dennis Murphy,2008,2010,
669,721,Dorothy Dey,2002,2002,
670,721,Gary Williams,2008,2012,
671,721,Jennifer Kanter,2007,2009,
672,721,Joseph Hatchell,2002,2006,
673,721,Kathy Stresman,2008,2011,
674,721,Kevin Wisth,2007,2007,
675,721,Kim Lechner,2002,2002,
676,721,Leslie Galloway Sherard,2010,2012,
677,721,Lisa Zielinski,2011,2011,
678,721,Mark Levine,2003,2006,
679,721,Michael Bembenek,2012,2012,
680,721,Mike Christopulos,2002,2005,
681,721,Patricia Wagner,2002,2006,
682,721,Sharon Kundinger,2003,2006,
683,735,Andrew Anderson,2009,2012,
684,735,Bernard Host Jr,2002,2012,1
686,735,Colleen Kopras,2009,2011,
687,735,Deb Klund,2006,2011,
688,735,Ernest Gerber,2002,2012,
689,735,Helen Geisler,2002,2005,
690,735,Kenneth Bartels,2002,2010,
691,735,Sonia Tinberg,2002,2008,
692,735,Steven Golat,2012,2012,
693,735,Whitney Trott,2012,2012,
694,777,David Thompson,2009,2012,
695,777,John Anderson,2002,2012,
696,777,John Kessler,2003,2006,
697,777,Larry Anderson,2011,2012,
698,777,Michael Hurst,2002,2006,
699,777,Michele Oxley-Hase,2002,2002,
700,777,Peter DeRosier,2007,2007,
701,777,Rosanne Hahn,2009,2012,
702,777,Scott Barrett,2002,2008,
703,777,Susan Kessler,2007,2008,
704,777,Taylor Wishau,2008,2010,
705,777,William Campbell,2002,2012,
706,840,Bud Holt,2002,2002,
707,840,Charles Kane,2006,2008,
708,840,Daniel Smart,2009,2012,
709,840,Gary Mertig,2002,2005,
710,840,George Faltinosky,2003,2008,
711,840,Greg Scherwinski,2009,2010,
712,840,James Moccardine,2012,2012,
713,840,John Radlinger,2002,2012,
714,870,Bonita Mickelson,2002,2006,
715,870,Brian Dulmes,2005,2012,
716,870,Cedric Boettcher,2002,2012,
717,870,Harland Danielson,2002,2010,
718,870,James Couey,2002,2004,
719,870,James Mickelson,2002,2003,
720,870,Jim Munroe,2011,2012,
721,870,Lyle Jankee,2003,2004,
722,870,Melissa Greene,2007,2010,
723,870,Michael Glomski,2005,2012,1
725,870,Norman Siverling,2003,2009,
726,870,Rebecca Hinzmann,2007,2008,
727,870,Scot Kelly,2010,2012,
728,882,Bradley DeYoung,2002,2002,
729,882,Cheryl Wiersma,2002,2007,
730,882,Dan DeYoung,2004,2012,
731,882,Denise Bancroft-Hart,2012,2012,
732,882,Jason Graham,2006,2006,
733,882,John Heil,2007,2012,
734,882,Rebecca Gutzman,2002,2011,
735,882,Rita Burmania,2008,2012,
736,882,Shelby Heller,2002,2012,
737,882,Timothy Perry,2002,2005,
738,896,Brenda Warren,2002,2002,
739,896,Glenn Bolt,2012,2012,
740,896,Gregory Engelstad,2009,2012,
741,896,Jeff Notstad,2002,2007,
742,896,Jody Milsap,2007,2011,
743,896,Joe Pleshek,2011,2012,
744,896,Judy Trimborn,2002,2003,
745,896,Kenneth Braasch,2002,2008,
746,896,Marcia Staubli,2008,2011,
747,896,Margaret Sullivan,2012,2012,
